post_tax_coef,scenario,draw
-0.0005997569576874002,2,114
0.0013514551793546337,1,115
8.935368205447287e-05,2,115
-0.001211287411172524,1,116
-0.0014615243231100392,2,116
0.006516061641581951,1,117
0.0024060304461156756,2,117
0.005526606392491263,1,118
0.002239042264323451,2,118
0.006688856100238833,1,119
0.002572097271304671,2,119
0.00487589851750539,1,120
0.0017063644712549137,2,120
-0.000206373798144508,1,121
-0.00025328603154158215,2,121
0.003065508136852688,1,122
0.0009335541790342636,2,122
0.0033787622649973357,1,123
0.0004046589047208833,2,123
0.0062518775714146355,1,124
0.002228779731321669,2,124
0.0011786249845699075,1,125
-2.6710979298527443e-05,2,125
0.004492718345243278,1,126
0.0017351556480129638,2,126
-0.0011099839883939892,1,127
-0.0016067606106700263,2,127
0.0056412490921841935,1,128
0.0015385313761925134,2,128
-0.0017513373319433994,1,129
-0.0008552531331613032,2,129
0.002062511522049974,1,130
0.00016274434173937815,2,130
0.0019662644902044874,1,131
0.0004690356940808953,2,131
0.004154264050286075,1,132
0.0016802029974803548,2,132
0.005959551584179346,1,133
0.0020702422249468636,2,133
0.001921924168117845,1,134
0.0006455700896326673,2,134
0.00037791700553392485,1,135
-0.0005718144628342459,2,135
0.0036008129387816506,1,136
0.0007969148484409778,2,136
0.00035530959474350753,1,137
8.610709369744876e-05,2,137
-0.00013905764220457537,1,138
-0.0006003760682158053,2,138
0.004873431913131697,1,139
0.0015849434690439587,2,139
0.008507380693920017,1,140
0.0032741238574318533,2,140
0.006434589415794302,1,141
0.0025048926606190723,2,141
0.002293951706277674,1,142
0.0006008241074281077,2,142
0.0008356941291673267,1,143
-9.972775574376774e-06,2,143
0.0038117003263441872,1,144
0.001480822791998003,2,144
0.004246704922569457,1,145
0.0014526768440654692,2,145
0.0033834301464380186,1,146
0.0011079996658470968,2,146
0.0018062450572633158,1,147
0.0004740087468722443,2,147
0.0029117505431268146,1,148
0.0008198861954284531,2,148
0.003964493076388968,1,149
0.0012269217945666993,2,149
-0.0029953247672591973,1,150
-0.0013373291413306277,2,150
0.0044824923362581865,1,151
0.0011378985948140566,2,151
-0.0011839582186299465,1,152
-0.0012254452113906636,2,152
0.001574990646726697,1,153
0.0002216129052877139,2,153
0.002395608465444148,1,154
0.0012176487423458475,2,154
-0.0006807792108034191,1,155
-0.0009125804532510959,2,155
0.00045031388483067144,1,156
-0.00023991272069605815,2,156
0.006887601841105415,1,157
0.002992043559439446,2,157
0.003639352863766673,1,158
0.001061803681356298,2,158
0.001870302992422549,1,159
0.0007747784060664884,2,159
0.001829307852237001,1,160
0.0002254428091351064,2,160
0.00022324740104746573,1,161
-0.00029183067850609905,2,161
-0.0005614836419084346,1,162
-0.000847494489738891,2,162
0.00635228212264193,1,163
0.002124850105715023,2,163
0.0021169732355336675,1,164
0.0002473572289847846,2,164
0.0020233169537471757,1,165
0.0004952420513033202,2,165
0.006444076800288197,1,166
0.0018356505027091164,2,166
0.002533862611475017,1,167
0.0008987886692720152,2,167
0.002682106041137387,1,168
0.00015517131940769697,2,168
0.0008274322392511111,1,169
0.0002386251959435376,2,169
0.0029193122532535825,1,170
0.0007326599177505705,2,170
-0.0008093407869673107,1,171
-0.0009385199046699811,2,171
0.004396108384716048,1,172
0.0018408128005227503,2,172
0.0010941337354742325,1,173
9.830564881036004e-05,2,173
0.000785021402908551,1,174
-1.1730637847326065e-05,2,174
0.008089969089187292,1,175
0.002884943227061691,2,175
0.0012310421353469655,1,176
4.191214193194245e-05,2,176
0.003529843515462456,1,177
0.0013220533534066834,2,177
0.004339911850291639,1,178
0.0015070381817130535,2,178
0.0037637651560985673,1,179
0.0013312552739371528,2,179
0.006690198560113285,1,180
0.00263785193800219,2,180
0.0013015757391034903,1,181
-0.000237252164263116,2,181
0.006224759478914033,1,182
0.002480616316182,2,182
0.0004252419816997095,1,183
-0.00020773139493463052,2,183
0.0021484959215677113,1,184
0.0005293414642393827,2,184
-0.0004509729317386122,1,185
-0.0004797945251104955,2,185
0.0003016449535699513,1,186
-0.0006371576254392977,2,186
0.002256104408742037,1,187
0.0010258696887741683,2,187
0.005167968825872327,1,188
0.0016235236321080115,2,188
0.001953201047627374,1,189
-9.59253225160987e-05,2,189
0.002101204726424724,1,190
0.0003945834355303903,2,190
0.004102138640791583,1,191
0.0011706153571898184,2,191
0.0025983081053421097,1,192
0.0007157795917226823,2,192
-0.0020640367774521135,1,193
-0.0015353853287232277,2,193
-0.0014992315379030452,1,194
-0.0009634181812164743,2,194
0.0015711404869084742,1,195
7.740405620673511e-05,2,195
0.003142397349525291,1,196
0.0007616873566051912,2,196
0.005765930979648706,1,197
0.002063142361396711,2,197
-0.0005349331244857197,1,198
-0.0008116284024810127,2,198
0.005483777857274904,1,199
0.001972543429210948,2,199
0.002547029889828802,1,200
0.0009289335252949686,2,200
0.003247159600930469,1,201
0.0009318792603743005,2,201
0.0013635545316730176,1,202
-0.000199876119338413,2,202
0.002850070177913058,1,203
0.0007413334919652433,2,203
0.0031711802568665302,1,204
0.0007136304280248114,2,204
0.005476086910025114,1,205
0.0022006645123912832,2,205
0.0001797505271806612,1,206
-0.0005246720506626843,2,206
5.994178246369e-05,1,207
-0.0003270430270513205,2,207
0.0016305305143431126,1,208
0.0004364471820770781,2,208
0.0026346854186208093,1,209
0.000893105589002506,2,209
0.004921930165993897,1,210
0.0018736256371324781,2,210
-0.0014793833773133758,1,211
-0.0017584090963761402,2,211
0.0036526579149290415,1,212
0.0012439128277917557,2,212
0.0012205560431156916,1,213
0.00022812607904119654,2,213
0.0016647152990642957,1,214
-2.0355160148950607e-05,2,214
0.0003256589128619324,1,215
-0.0002510245935200187,2,215
3.398070837828101e-05,1,216
-0.00045552798634219667,2,216
0.0012956983453934008,1,217
-7.041986672459574e-05,2,217
0.0029897456179502173,1,218
0.0007609694279206162,2,218
0.001399973699026409,1,219
-0.0003589060808737958,2,219
0.002571776423135612,1,220
0.0011933423473184793,2,220
0.00450518778222057,1,221
0.0013807326601065427,2,221
0.0009072635503444218,1,222
-0.00023092675508933002,2,222
0.0044240976381393305,1,223
0.0017368688064289333,2,223
0.0008569290705586223,1,224
-0.00041817822711743603,2,224
0.01076964389682098,1,225
0.004423892943813249,2,225
0.004367058456312472,1,226
0.0010358937237593894,2,226
0.00536455849491344,1,227
0.0018155217237600225,2,227
0.0020681128827615145,1,228
0.00029737516444417166,2,228
0.0009294712743664383,1,229
-2.2068371937300928e-06,2,229
0.005618513748592868,1,230
0.0018787187412994506,2,230
0.003339771977472602,1,231
0.0007316043639614021,2,231
0.001496967009220734,1,232
0.00023891481146596404,2,232
0.004856783201311473,1,233
0.002140416329727767,2,233
0.0023734928695233184,1,234
0.0004411196199207069,2,234
5.0781951918766455e-05,1,235
-0.0004570943332228214,2,235
0.002159393971045473,1,236
0.0006923736456054676,2,236
0.0016685401847476105,1,237
0.0005017411160250004,2,237
0.0015629708322069467,1,238
0.000268271672404579,2,238
0.0036079770947033316,1,239
0.000834071909432904,2,239
0.00438051192124592,1,240
0.0011928345236148984,2,240
0.0021147507893286813,1,241
0.00013037763180172188,2,241
0.0034072148774848387,1,242
0.0010063767358775171,2,242
0.00870256152074271,1,243
0.003585688487385264,2,243
0.0015918334751271052,1,244
0.00043877855746560213,2,244
0.004941168398385272,1,245
0.001368520221897813,2,245
-0.0001818229982096561,1,246
-0.0006904739428809095,2,246
0.005779398861001551,1,247
0.0017699768253773252,2,247
-0.0031479851638427556,1,248
-0.0020149235201728528,2,248
0.0009296787341225336,1,249
0.00028811068212687197,2,249
-0.004930606278905349,1,250
-0.0028544874940058286,2,250
0.0013468732315518827,1,251
0.0005594825648062452,2,251
0.004088763138905884,1,252
0.0008914423529695862,2,252
0.00329948254919367,1,253
0.0005269852016006433,2,253
-0.002232159074038673,1,254
-0.0015538016507361118,2,254
0.003562730108305976,1,255
0.001297904781965353,2,255
0.0021409658437772008,1,256
0.0006155022544061395,2,256
0.0002635268703454378,1,257
-0.0003673945143104847,2,257
0.0019782124144339754,1,258
0.0008815565307412001,2,258
0.003385461056568389,1,259
0.0007877432414264559,2,259
0.00314207230126392,1,260
0.0011602482033008655,2,260
0.004971575355816504,1,261
0.0017980871511978436,2,261
0.00047353489148132264,1,262
-0.00017250356559646844,2,262
0.0017271811368844627,1,263
0.00017114309749723314,2,263
0.00506577332978988,1,264
0.0019490877572118357,2,264
-0.0020096881647595727,1,265
-0.0006072694094861064,2,265
0.0018231712202788233,1,266
0.0006955017087641062,2,266
0.0041683682935114395,1,267
0.0012605497813159695,2,267
0.0026918195002796365,1,268
0.0005982231869597692,2,268
0.0034280990065361444,1,269
0.0009244130768733428,2,269
0.006104353868260448,1,270
0.0024457622413956493,2,270
0.002642991109069088,1,271
0.0006440245188391135,2,271
8.94484938443947e-05,1,272
-0.0004138435622284924,2,272
-0.0010975181840637688,1,273
-0.0005053760470185283,2,273
0.0006626009161460465,1,274
-0.00021684999185819982,2,274
0.001092221903620795,1,275
0.00037801112913423026,2,275
0.003996587836286512,1,276
0.000964994609215874,2,276
0.00032229970219764786,1,277
-0.0005086487743303943,2,277
0.0032123825216524944,1,278
0.0007908194468370183,2,278
-0.000959775074944783,1,279
-0.000595219313544638,2,279
0.004347829105566418,1,280
0.001658629300994282,2,280
-0.0002601596828239928,1,281
-0.0006201443534020339,2,281
0.00024137314171705326,1,282
-0.0003954976304831918,2,282
-0.0015647466060831595,1,283
-0.0007590732365298479,2,283
0.00035971894586408364,1,284
-0.00017376273553840264,2,284
0.005221582964722988,1,285
0.0021485806006161477,2,285
0.005396571521718581,1,286
0.002114042282041424,2,286
0.004633631845716427,1,287
0.0016287331712221262,2,287
0.0024723500298732774,1,288
0.0010218375156532563,2,288
0.003357060768597742,1,289
0.001174289067093784,2,289
0.005516480227532571,1,290
0.0022025409905405595,2,290
0.005130219594752979,1,291
0.0018636850718192868,2,291
0.004234064086450761,1,292
0.0012464713905797644,2,292
0.004529802616874405,1,293
0.002019489032071065,2,293
0.0012406998194981473,1,294
0.0002491118068640069,2,294
0.0005133907056691033,1,295
9.681002807627145e-05,2,295
0.004674859280532918,1,296
0.0020684597385995885,2,296
0.002566828327599425,1,297
0.00039003300600583463,2,297
0.0016696748764058879,1,298
-7.176835439723734e-05,2,298
0.0010558332316495161,1,299
0.00013777358599737877,2,299
0.00045804653433602593,1,300
-9.501679979528573e-05,2,300
0.003045651790324546,1,301
0.0007565531393747978,2,301
0.004914217838837279,1,302
0.001481058032126913,2,302
0.003854758128214491,1,303
0.0014649726424780336,2,303
-0.0012409563072141344,1,304
-0.000772167614916009,2,304
0.001226725412198244,1,305
-1.3635444265609615e-05,2,305
0.0019466301855301325,1,306
0.0004887327160805326,2,306
0.0016895687349056184,1,307
0.00043127564642314673,2,307
0.005169558383189367,1,308
0.0016140937785416793,2,308
0.004578512745869315,1,309
0.0013848290937779535,2,309
0.0004082664259464038,1,310
-0.0007718952702439417,2,310
0.00047355102587397864,1,311
-0.00023809397729985702,2,311
0.0008671019852332054,1,312
-0.0001255862944622688,2,312
0.0006498658538084966,1,313
-0.00046346627443714483,2,313
0.002452304866347145,1,314
0.0003350261028510519,2,314
0.0002878790216206328,1,315
-0.00015832920545337412,2,315
0.00012657816134594444,1,316
-0.0005782136945258831,2,316
0.002917062934426359,1,317
0.0009562384667276863,2,317
0.003783585901124145,1,318
0.0014798759084462664,2,318
0.0067920965956345045,1,319
0.0026200362797872074,2,319
0.0027870997831560282,1,320
0.0006156666726379045,2,320
0.0038039858568099847,1,321
0.0015028605191730418,2,321
0.003831277581614097,1,322
0.0009543068418496386,2,322
0.0043833297435303545,1,323
0.001206689341701792,2,323
0.0029143939652764217,1,324
0.0008251384705984368,2,324
0.0061720498429220704,1,325
0.002046479090776052,2,325
6.36606631223407e-05,1,326
-0.000385163063913538,2,326
0.0010302516726928242,1,327
0.0004302366583563181,2,327
0.0025496128062316714,1,328
0.0006456705811596095,2,328
0.0024137532221888258,1,329
0.0008065292856107135,2,329
0.004199078991966752,1,330
0.0011761633468529407,2,330
0.0012678941218564406,1,331
0.00045725239238624546,2,331
0.005033346547105494,1,332
0.0018076714812846235,2,332
0.0017519397451169001,1,333
0.00031104203266860196,2,333
0.003167034235759902,1,334
0.0011264433151874614,2,334
0.0037283020631082822,1,335
0.00036310331598284735,2,335
0.003164439973335294,1,336
0.001750389465001088,2,336
0.002507212033300482,1,337
0.000575915567056618,2,337
0.002929209751803232,1,338
0.0006007107574336572,2,338
0.0014513124207581967,1,339
4.3057673180712804e-05,2,339
0.0038210227818967412,1,340
0.001013226044238115,2,340
0.0011268777090443086,1,341
0.0004043389479964079,2,341
0.004645220294393298,1,342
0.0017386603044738762,2,342
0.004210171807124515,1,343
0.0014176337118831884,2,343
0.0060007846452734505,1,344
0.0022705134236941063,2,344
-0.003074701454425794,1,345
-0.0018761045020563242,2,345
0.00024775321967669456,1,346
-0.0004067398685294834,2,346
0.0015345911449387959,1,347
0.0004100643661657168,2,347
0.0023601264914543734,1,348
0.00030300089279747386,2,348
0.004444360347151881,1,349
0.0014343362767258692,2,349
0.0030371510956188614,1,350
0.0007780382881799392,2,350
0.004445804480126988,1,351
0.0014695852292033042,2,351
0.005894634760817033,1,352
0.0017470674451164042,2,352
0.0006787945745206871,1,353
-0.00023031423733657757,2,353
0.0019926029951683314,1,354
0.0009637076088736249,2,354
0.001862838579427133,1,355
0.00018849482473651513,2,355
0.004390417826822427,1,356
0.0014562122305675604,2,356
0.0004113031845600569,1,357
-3.955648992252407e-05,2,357
-0.0008598350753329321,1,358
-0.0009499207878015299,2,358
0.0002672997522407744,1,359
-0.00024218821523675562,2,359
-0.0017685235686616951,1,360
-0.0013880943686088915,2,360
0.0005087824239512371,1,361
-4.801726761022966e-05,2,361
0.007741803467889021,1,362
0.0028620095426633058,2,362
0.002679566223841562,1,363
0.0006087806525042919,2,363
0.005060604920718879,1,364
0.002111587014132698,2,364
0.0014842221344636309,1,365
0.00013376757548768563,2,365
0.004761436229941922,1,366
0.0016406176349506208,2,366
0.0009861190385487164,1,367
5.997857500787406e-06,2,367
0.0012129079732234897,1,368
0.00041911765822358587,2,368
0.0030538752084520366,1,369
0.0011818019825313372,2,369
0.003248758111138192,1,370
0.0011402133447979425,2,370
0.0008673683504541456,1,371
-0.00030234424879018357,2,371
0.0030493911054034067,1,372
0.0008628137795103786,2,372
-0.0011349398541685288,1,373
-0.0006993055524249112,2,373
0.0015471077156640678,1,374
0.00029462003545512234,2,374
0.004415101416189806,1,375
0.00150248328846961,2,375
0.0040363887092833405,1,376
0.001374565178176623,2,376
-0.00024014573130109557,1,377
-0.00038588024414010485,2,377
0.00410775823319195,1,378
0.001202497728283878,2,378
0.005063833060267581,1,379
0.0013397213262292009,2,379
0.004148492145299287,1,380
0.0012580415969706369,2,380
0.0014948030748580731,1,381
-0.0002353287525724651,2,381
0.0034896931049606386,1,382
0.0011038265226763527,2,382
0.006003417697425906,1,383
0.0020575141132390075,2,383
0.004392803751776251,1,384
0.0020082726127256378,2,384
0.004626193861745714,1,385
0.0018803790831782362,2,385
-0.0029911104964732175,1,386
-0.0018161651932644485,2,386
0.004321324480027347,1,387
0.0015396118835562132,2,387
0.0029197419608068586,1,388
0.0008615517991167805,2,388
0.0035750196178832927,1,389
0.001361186105722233,2,389
0.0003908129306546605,1,390
-0.00017980890295566293,2,390
0.0016744227391145778,1,391
0.0007098948551690269,2,391
0.001755760496110865,1,392
0.00041297720020782214,2,392
0.0026720909216015895,1,393
0.000687457550395365,2,393
0.004401301246592663,1,394
0.0016084104915886908,2,394
0.00020147076861617752,1,395
-0.00032599014453993564,2,395
0.0026384869452751297,1,396
0.0011597233921023559,2,396
-0.0006077222744097662,1,397
-0.00039798226193092027,2,397
0.008960311271978503,1,398
0.003449805252696776,2,398
0.005443022092385946,1,399
0.001666731690500192,2,399
-0.0017521295153849078,1,400
-0.0016077205065741732,2,400
0.0018038631091680983,1,401
0.0004698993696144843,2,401
-0.00012661711837953532,1,402
-0.0006784716277671073,2,402
0.0027572615979852503,1,403
0.0006534653473678305,2,403
2.872693918849581e-05,1,404
-0.0005172235921617924,2,404
0.00451693711983437,1,405
0.0018469478155370787,2,405
0.007426851722472247,1,406
0.002767637965904437,2,406
0.0048565385159789285,1,407
0.0010157751813426753,2,407
-0.0018326028456383614,1,408
-0.0011496643554476586,2,408
0.0018681140185251854,1,409
0.000680256472986876,2,409
0.004246693827118177,1,410
0.0018375428388881507,2,410
0.0034796089460813256,1,411
0.0009119307811108156,2,411
0.003230191057510913,1,412
0.00046943404197593555,2,412
-0.0013741529210860933,1,413
-0.001519439509729034,2,413
0.004859233961387061,1,414
0.001538620122066479,2,414
0.006147427800050471,1,415
0.0023978869681312125,2,415
0.00080360174192215,1,416
1.2322922415149125e-05,2,416
0.005141193122656357,1,417
0.0016319518793218813,2,417
0.004059912392951916,1,418
0.0012838025334771844,2,418
0.0034729910309710434,1,419
0.0007937477242407044,2,419
0.004099280424418976,1,420
0.001329234717371844,2,420
0.0007364079517101368,1,421
-0.0001320109678699709,2,421
0.0012347361228493418,1,422
0.0002177216769019038,2,422
0.004516988634161775,1,423
0.0010628951053554565,2,423
0.0027566351464610303,1,424
0.0003890884114532916,2,424
-0.0008974286379584654,1,425
-0.0011655843569424807,2,425
0.002753792106572531,1,426
0.000815066063769624,2,426
0.004551010583494587,1,427
0.001307740681857481,2,427
0.0015448767622486237,1,428
0.0004355905804397513,2,428
0.0023449059560729218,1,429
0.0001960710459608684,2,429
0.003625983771446763,1,430
0.000943787242672777,2,430
0.00047511929969530376,1,431
-0.00023288603307364606,2,431
0.0063855998938018976,1,432
0.002720730784998321,2,432
0.0012883525965877046,1,433
-5.8364684262857014e-05,2,433
0.0025822638454811708,1,434
0.0008488923993469015,2,434
0.0038267014867861184,1,435
0.0016292009134938374,2,435
0.0020255757509697247,1,436
0.0005130514007869098,2,436
0.002466448662418883,1,437
0.0006934136078249604,2,437
0.0030325791022909336,1,438
0.001020013976190808,2,438
0.0037628353695740124,1,439
0.0012230310842494558,2,439
-0.0004879361218796419,1,440
-0.0007543916337299558,2,440
0.002132351407327307,1,441
0.00024592695389499017,2,441
0.0028033126260687915,1,442
0.0007780009471800393,2,442
0.0011107065985245068,1,443
0.00021044571474697276,2,443
0.002265436753727267,1,444
0.00042207000092290756,2,444
0.003033409156335022,1,445
0.0008777033570303917,2,445
0.0025328017450616824,1,446
0.0007584991048517882,2,446
0.0044764033908628945,1,447
0.001960066974424908,2,447
0.0001811838586087838,1,448
0.00018954030384846161,2,448
0.0011404512896655828,1,449
0.0003156299279349239,2,449
0.002825813763739504,1,450
0.0008664460501182382,2,450
0.0024703321970910826,1,451
0.0008625246728898206,2,451
0.003325161596584841,1,452
0.0009785121039129854,2,452
0.004632437165408049,1,453
0.0016213821743619394,2,453
0.0017279378162865541,1,454
0.00010950768270491558,2,454
0.001245918317591032,1,455
-0.00010518489789679002,2,455
0.002217751303020395,1,456
0.0005947788191677194,2,456
0.0005767188614830738,1,457
3.7838880551331746e-06,2,457
0.00039413277863323346,1,458
-0.00014002267257130224,2,458
0.0002690350699931289,1,459
-0.0001981009357905821,2,459
0.005417895634503976,1,460
0.0017771432173630374,2,460
0.0018942049351644789,1,461
0.0006513144926949552,2,461
0.0031114516263577936,1,462
0.0006252884731069172,2,462
0.0038005562500098298,1,463
0.0010264361906945289,2,463
0.0055798006804603385,1,464
0.0016879957550802317,2,464
-0.001450362945254681,1,465
-0.000576124660836034,2,465
0.003309641776741554,1,466
0.0010731027665265042,2,466
0.0008944857492326011,1,467
-0.00038231438215263595,2,467
-0.0009298960540519412,1,468
-0.000710311133046583,2,468
0.00327076475957457,1,469
0.0013108292433765584,2,469
0.006922887210018519,1,470
0.0025650669095494336,2,470
0.003197768989407688,1,471
0.001075465092298363,2,471
0.006108585824322717,1,472
0.002330370819738013,2,472
0.002766545460574481,1,473
0.0007973057689668195,2,473
-0.0003268195607328364,1,474
-0.0005411312979618581,2,474
0.0008605147355689324,1,475
4.9112068253554664e-05,2,475
0.003860132618505997,1,476
0.0009335230387797727,2,476
0.0017001762652080828,1,477
0.0006861478454929146,2,477
0.00016818063799332473,1,478
-0.00035532851992605406,2,478
0.0004807984103726424,1,479
-5.096737066288185e-05,2,479
0.005070146853009088,1,480
0.0015727565286739035,2,480
-0.0020190388225576656,1,481
-0.0016981129045191823,2,481
0.0036738887666122964,1,482
0.0008314694757589573,2,482
0.0019622816516484862,1,483
0.0001420457253647434,2,483
0.005812519315433178,1,484
0.002447095771680223,2,484
0.0026186925876006033,1,485
0.0007775626370571218,2,485
-0.00027161520668521637,1,486
-0.0009128261835107825,2,486
0.00372700192699021,1,487
0.0011632121972726425,2,487
-0.0007452371320189085,1,488
-0.00021139241347089508,2,488
0.004350163887420431,1,489
0.0011946769981339587,2,489
0.0030090019971241414,1,490
0.001104595482962713,2,490
0.0010530666696322473,1,491
-0.00023920282327062357,2,491
0.001969443718051384,1,492
0.0005610157021527608,2,492
0.004025832967760618,1,493
0.0010112777920421746,2,493
-0.0002233422319484452,1,494
-0.0003316761101454173,2,494
-0.0007321781270392554,1,495
-0.0012250145857887456,2,495
0.004934656641819952,1,496
0.002288005085715887,2,496
0.0059172647667167285,1,497
0.0020879565815367616,2,497
0.0045123261819543445,1,498
0.0012704707805414302,2,498
0.006978438885368574,1,499
0.001969359397771912,2,499
0.0026359339592664397,1,500
0.0006600960315417431,2,500
