post_coef,scenario,draw
2.718382111118832e-10,2,902
2.718382167670987e-10,1,903
2.7183822439420685e-10,2,903
2.7183822183616735e-10,1,904
2.7183822114160033e-10,2,904
2.7183822938450146e-10,1,905
2.71838215271662e-10,2,905
2.7183820381681195e-10,1,906
2.718382118551546e-10,2,906
2.718382197630542e-10,1,907
2.7183821661653857e-10,2,907
2.718382182197602e-10,1,908
2.718382201387133e-10,2,908
2.71838221275008e-10,1,909
2.7183821511030223e-10,2,909
2.7183821737780943e-10,1,910
2.718382204887497e-10,2,910
2.71838224744455e-10,1,911
2.7183821466306884e-10,2,911
2.718382197113852e-10,1,912
2.718382214753313e-10,2,912
2.718382211873401e-10,1,913
2.718382139943363e-10,2,913
2.718381974039255e-10,1,914
2.7183822035513024e-10,2,914
2.7183822648129603e-10,1,915
2.7183821824030073e-10,2,915
2.7183821961736455e-10,1,916
2.718382150916675e-10,2,916
2.718382158523031e-10,1,917
2.7183821079382233e-10,2,917
2.7183822244879716e-10,1,918
2.7183820403894634e-10,2,918
2.718382097418074e-10,1,919
2.7183823536963627e-10,2,919
2.718382074592654e-10,1,920
2.718382163385e-10,2,920
2.7183822555337144e-10,1,921
2.71838223035566e-10,2,921
2.718381978672525e-10,1,922
2.718382250663275e-10,2,922
2.718382157388007e-10,1,923
2.718382205560888e-10,2,923
2.7183821504381015e-10,1,924
2.7183821491855515e-10,2,924
2.718382131655146e-10,1,925
2.718382043224906e-10,2,925
2.7183823352056334e-10,1,926
2.718382172278846e-10,2,926
2.7183820883802326e-10,1,927
2.718382096926795e-10,2,927
2.71838234463311e-10,1,928
2.7183822056858254e-10,2,928
2.7183821920147137e-10,1,929
2.7183821930142126e-10,2,929
2.718382106438975e-10,1,930
2.718382109242654e-10,2,930
2.7183821451144994e-10,1,931
2.718382252213345e-10,2,931
2.7183818863035824e-10,1,932
2.718382116620311e-10,2,932
2.718382199087439e-10,1,933
2.7183822039367024e-10,2,933
2.7183820760389625e-10,1,934
2.7183822071723683e-10,2,934
2.718382301747832e-10,1,935
2.718382104478094e-10,2,935
2.7183822542504595e-10,1,936
2.718382139458437e-10,2,936
2.718382173082667e-10,1,937
2.7183822049150255e-10,2,937
2.7183822348406995e-10,1,938
2.718382220162148e-10,2,938
2.7183822798107375e-10,1,939
2.718382216784604e-10,2,939
2.718382242408939e-10,1,940
2.718382129135752e-10,2,940
2.7183822226603657e-10,1,941
2.718382160551675e-10,2,941
2.718382265859046e-10,1,942
2.7183821808508194e-10,2,942
2.7183822671295954e-10,1,943
2.7183820954021357e-10,2,943
2.718382127191282e-10,1,944
2.718382089549138e-10,2,944
2.7183821145535507e-10,1,945
2.718382210454621e-10,2,945
2.718382058590084e-10,1,946
2.7183821653543517e-10,2,946
2.7183821730559987e-10,1,947
2.7183821764563066e-10,2,947
2.71838195025457e-10,1,948
2.718382320933128e-10,2,948
2.718382100933261e-10,1,949
2.7183822178913055e-10,2,949
2.7183821626226704e-10,1,950
2.718382130630236e-10,2,950
2.718382159890989e-10,1,951
2.7183822145058207e-10,2,951
2.71838217283577e-10,1,952
2.718382142537931e-10,2,952
2.718382202873676e-10,1,953
2.718382214039688e-10,2,953
2.7183822160196274e-10,1,954
2.7183821662522066e-10,2,954
2.718382295505199e-10,1,955
2.718382221821803e-10,2,955
2.7183820960014115e-10,1,956
2.7183822170863595e-10,2,956
2.718382292853986e-10,1,957
2.7183822065836804e-10,2,957
2.7183822707548965e-10,1,958
2.718382413683236e-10,2,958
2.718382300159645e-10,1,959
2.718382155074548e-10,2,959
2.718382184797993e-10,1,960
2.7183821962594075e-10,2,960
2.718382224163849e-10,1,961
2.7183822215041657e-10,2,961
2.7183822469024487e-10,1,962
2.718382208447153e-10,2,962
2.7183822330958116e-10,1,963
2.7183823382210707e-10,2,963
2.7183823250581787e-10,1,964
2.7183822476478377e-10,2,964
2.718382169610692e-10,1,965
2.718382199212376e-10,2,965
2.7183822836636786e-10,1,966
2.718382217442643e-10,2,966
2.718382170919358e-10,1,967
2.7183823006848056e-10,2,967
2.7183821967708037e-10,1,968
2.718382140932274e-10,2,968
2.718382280639771e-10,1,969
2.7183820573841207e-10,2,969
2.7183821923005873e-10,1,970
2.7183821777728804e-10,2,970
2.71838231171741e-10,1,971
2.7183823082191637e-10,2,971
2.7183822436074905e-10,1,972
2.7183821365255853e-10,2,972
2.7183822497738904e-10,1,973
2.718382186343828e-10,2,973
2.7183822435566685e-10,1,974
2.718382181896905e-10,2,974
2.718382229220636e-10,1,975
2.718382125027113e-10,2,975
2.718382135822548e-10,1,976
2.7183821197882143e-10,2,976
2.718382146389284e-10,1,977
2.718382120838535e-10,2,977
2.718382218687781e-10,1,978
2.7183821846889375e-10,2,978
2.7183821773610437e-10,1,979
2.718382188569672e-10,2,979
2.7183821285550053e-10,1,980
2.7183821723381383e-10,2,980
2.7183822473598465e-10,1,981
2.7183821119828057e-10,2,981
2.7183821941746477e-10,1,982
2.7183821919596565e-10,2,982
2.7183821632918264e-10,1,983
2.7183821417517786e-10,2,983
2.718382396412234e-10,1,984
2.718382238762462e-10,2,984
2.7183821592451265e-10,1,985
2.7183821578487133e-10,2,985
2.7183821663538505e-10,1,986
2.718382137710902e-10,2,986
2.71838219629223e-10,1,987
2.71838209242058e-10,2,987
2.718382130558238e-10,1,988
2.71838217958027e-10,2,988
2.718382158523031e-10,1,989
2.718382086207593e-10,2,989
2.718382217324058e-10,1,990
2.718382178953532e-10,2,990
2.718382192226472e-10,1,991
2.718382260620147e-10,2,991
2.718382342447765e-10,1,992
2.71838212906746e-10,2,992
2.7183821629868946e-10,1,993
2.7183821656042264e-10,2,993
2.7183820657051606e-10,1,994
2.7183821774880986e-10,2,994
2.7183822303429545e-10,1,995
2.718382179383335e-10,2,995
2.718382106006988e-10,1,996
2.718382228409602e-10,2,996
2.718382275626924e-10,1,997
2.7183821803785986e-10,2,997
2.718382237297095e-10,1,998
2.7183821407628676e-10,2,998
2.718382237559675e-10,1,999
2.7183821437190126e-10,2,999
2.7183822470549146e-10,1,1000
2.718382156236042e-10,2,1000
2.7183821391513874e-10,1,1001
2.7183821118006936e-10,2,1001
2.7183821726557757e-10,1,1002
2.7183822289432326e-10,2,1002
2.718382233205926e-10,1,1003
2.7183821786400634e-10,2,1003
2.718382111783753e-10,1,1004
2.7183821360681875e-10,2,1004
2.718382143615251e-10,1,1005
2.718382149442838e-10,2,1005
2.7183821972832586e-10,1,1006
2.718382234082605e-10,2,1006
2.718382076716589e-10,1,1007
2.718382193674898e-10,2,1007
2.7183823637929954e-10,1,1008
2.7183821946616916e-10,2,1008
2.7183822428112795e-10,1,1009
2.718382126047788e-10,2,1009
2.7183822591886616e-10,1,1010
2.7183821796524994e-10,2,1010
2.718382142748101e-10,1,1011
2.7183822118871654e-10,2,1011
2.7183821604457957e-10,1,1012
2.718382174485367e-10,2,1012
2.718382154486919e-10,1,1013
2.7183822603353324e-10,2,1013
2.7183822552330177e-10,1,1014
2.7183821681320903e-10,2,1014
2.718382162148332e-10,1,1015
2.7183821733408136e-10,2,1015
2.718382207235896e-10,1,1016
2.718382136847458e-10,2,1016
2.7183821722619054e-10,1,1017
2.7183822970510343e-10,2,1017
2.718382205709119e-10,1,1018
2.7183821861813037e-10,2,1018
2.718382237580851e-10,1,1019
2.718382175473219e-10,2,1019
2.718382224642423e-10,1,1020
2.7183821702014977e-10,2,1020
2.718382426405671e-10,1,1021
2.718382194445698e-10,2,1021
2.718382126153667e-10,1,1022
2.7183822379577807e-10,2,1022
2.7183822638282845e-10,1,1023
2.7183821826719403e-10,2,1023
2.7183821525768597e-10,1,1024
2.7183821297916734e-10,2,1024
2.718382407305078e-10,1,1025
2.718382175285813e-10,2,1025
2.7183822378688423e-10,1,1026
2.7183821637936935e-10,2,1026
2.718381928536645e-10,1,1027
2.718382430420607e-10,2,1027
2.7183822544071606e-10,1,1028
2.71838221981857e-10,2,1028
2.7183821471219675e-10,1,1029
2.7183822135161157e-10,2,1029
2.7183821224733087e-10,1,1030
2.7183823689175447e-10,2,1030
2.7183821358648996e-10,1,1031
2.7183821630885385e-10,2,1031
2.7183822692895295e-10,1,1032
2.718382286348773e-10,2,1032
2.7183820027197906e-10,1,1033
2.7183821081499816e-10,2,1033
2.718382144182763e-10,1,1034
2.718382178347837e-10,2,1034
2.7183822314271567e-10,1,1035
2.718382188405162e-10,2,1035
2.718382193746896e-10,1,1036
2.71838217852042e-10,2,1036
2.718382079244982e-10,1,1037
2.718382113628167e-10,2,1037
2.718382212229155e-10,1,1038
2.718382120082558e-10,2,1038
2.718382243446554e-10,1,1039
2.7183820931320874e-10,2,1039
2.718382143920183e-10,1,1040
2.7183821243029e-10,2,1040
2.7183820069549554e-10,1,1041
2.718381984737281e-10,2,1041
2.718382259862053e-10,1,1042
2.7183824449641627e-10,2,1042
2.718382119961856e-10,1,1043
2.7183820955863654e-10,2,1043
2.7183822209324185e-10,1,1044
2.718382256855086e-10,2,1044
2.718382149120965e-10,1,1045
2.718382140157239e-10,2,1045
2.7183821589719584e-10,1,1046
2.718382194314408e-10,2,1046
2.718382162537967e-10,1,1047
2.71838209937472e-10,2,1047
2.718382181918081e-10,1,1048
2.718382100835852e-10,2,1048
2.7183822099294605e-10,1,1049
2.7183822488373896e-10,2,1049
2.718382176031202e-10,1,1050
2.718382223333757e-10,2,1050
2.718382171558868e-10,1,1051
2.718382218840247e-10,2,1051
2.7183822093873594e-10,1,1052
2.718382109125128e-10,2,1052
2.718382183514738e-10,1,1053
2.718382211615056e-10,2,1053
2.7183821084083266e-10,1,1054
2.7183822319339455e-10,2,1054
2.718382267891925e-10,1,1055
2.718382377353993e-10,2,1055
2.7183826689112036e-10,1,1056
2.71838223844906e-10,2,1056
2.718382260615912e-10,1,1057
2.718382128812159e-10,2,1057
2.718382302594865e-10,1,1058
2.718382208938432e-10,2,1058
2.7183822115123533e-10,1,1059
2.718382092407874e-10,2,1059
2.718382148265462e-10,1,1060
2.7183822044745683e-10,2,1060
2.718382017559808e-10,1,1061
2.718382041132735e-10,2,1061
2.718382238529528e-10,1,1062
2.718382208679028e-10,2,1062
2.7183821817486744e-10,1,1063
2.718382338788583e-10,2,1063
2.71838221467708e-10,1,1064
2.718382109725463e-10,2,1064
2.718382089849835e-10,1,1065
2.7183821892533863e-10,2,1065
2.718382208091399e-10,1,1066
2.718382192480582e-10,2,1066
2.7183823287343017e-10,1,1067
2.7183822065625046e-10,2,1067
2.7183823105061527e-10,1,1068
2.7183821020513444e-10,2,1068
2.7183822293434557e-10,1,1069
2.7183820726720066e-10,2,1069
2.718382180656002e-10,1,1070
2.7183822617848175e-10,2,1070
2.718382437332396e-10,1,1071
2.7183823408638135e-10,2,1071
2.718382192459406e-10,1,1072
2.718382230770706e-10,2,1072
2.7183821807428227e-10,1,1073
2.718382115284646e-10,2,1073
2.7183822099040495e-10,1,1074
2.718382216599845e-10,2,1074
2.718382306787678e-10,1,1075
2.7183823297846226e-10,2,1075
2.718381991234024e-10,1,1076
2.7183821033388344e-10,2,1076
2.7183821765648327e-10,1,1077
2.7183821582964496e-10,2,1077
2.7183821814935057e-10,1,1078
2.7183822154976434e-10,2,1078
2.7183820930516193e-10,1,1079
2.7183821875111454e-10,2,1079
2.718382171330169e-10,1,1080
2.7183822889735164e-10,2,1080
2.7183821194070494e-10,1,1081
2.7183821525006267e-10,2,1081
2.7183823026626276e-10,1,1082
2.718382238139893e-10,2,1082
2.7183821619619847e-10,1,1083
2.718382128364423e-10,2,1083
2.718382051339482e-10,1,1084
2.7183822238673877e-10,2,1084
2.718382102042874e-10,1,1085
2.7183824114809503e-10,2,1085
2.718382087414615e-10,1,1086
2.718382150704917e-10,2,1086
2.718382267603934e-10,1,1087
2.7183821973822556e-10,2,1087
2.7183823858327927e-10,1,1088
2.7183821832479227e-10,2,1088
2.718382146241053e-10,1,1089
2.718382156651088e-10,2,1089
2.71838218626336e-10,1,1090
2.7183822519677057e-10,2,1090
2.7183823331727543e-10,1,1091
2.7183822858151423e-10,2,1091
2.7183821072013047e-10,1,1092
2.718382268815191e-10,2,1092
2.71838222174557e-10,1,1093
2.718382205186076e-10,2,1093
2.7183821271743416e-10,1,1094
2.718382151581596e-10,2,1094
2.718382150302576e-10,1,1095
2.718382209870168e-10,2,1095
2.7183822295509787e-10,1,1096
2.718382242804927e-10,2,1096
2.718382224062205e-10,1,1097
2.718382124596185e-10,2,1097
2.7183820627659563e-10,1,1098
2.7183821788009997e-10,2,1098
2.718382206748852e-10,1,1099
2.718382168187412e-10,2,1099
2.7183822756422766e-10,1,1100
2.7183822103815644e-10,2,1100
2.718382216040803e-10,1,1101
2.7183821692697615e-10,2,1101
2.718382181613149e-10,1,1102
2.718382147985941e-10,2,1102
2.718382345971422e-10,1,1103
2.7183820788489943e-10,2,1103
2.718382122947647e-10,1,1104
2.718382209997223e-10,2,1104
2.7183821178400385e-10,1,1105
2.718382225306285e-10,2,1105
2.718382187910839e-10,1,1106
2.718382217246237e-10,2,1106
2.718381773258565e-10,1,1107
2.718382208701263e-10,2,1107
2.7183821679928593e-10,1,1108
2.7183821872157426e-10,2,1108
2.718382233392273e-10,1,1109
2.718382212157157e-10,2,1109
2.7183822968519816e-10,1,1110
2.7183821931920895e-10,2,1110
2.7183822859252565e-10,1,1111
2.718382177526215e-10,2,1111
2.718382196215997e-10,1,1112
2.718382171487929e-10,2,1112
2.7183821844252985e-10,1,1113
2.7183821729644133e-10,2,1113
2.718382154283631e-10,1,1114
2.718382132724525e-10,2,1114
2.718382223359168e-10,1,1115
2.7183821664152604e-10,2,1115
2.7183822141180384e-10,1,1116
2.7183821893619124e-10,2,1116
2.7183821960931773e-10,1,1117
2.718382113407707e-10,2,1117
2.7183821309266975e-10,1,1118
2.718382167759925e-10,2,1118
2.718381987125914e-10,1,1119
2.7183823934391485e-10,2,1119
2.718382239757726e-10,1,1120
2.7183822141540373e-10,2,1120
2.718382226184023e-10,1,1121
2.7183821379697765e-10,2,1121
2.718382270568549e-10,1,1122
2.718382199739654e-10,2,1122
2.7183824219756885e-10,1,1123
2.718382219738102e-10,2,1123
2.7183821170141814e-10,1,1124
2.718382261873756e-10,2,1124
2.718382167679457e-10,1,1125
2.718382260362861e-10,2,1125
2.7183823252784073e-10,1,1126
2.7183822576131803e-10,2,1126
2.718382223232113e-10,1,1127
2.718382151242783e-10,2,1127
2.7183821167897176e-10,1,1128
2.7183820220956693e-10,2,1128
2.7183822241003217e-10,1,1129
2.7183822105986165e-10,2,1129
2.7183821318245524e-10,1,1130
2.718382139731605e-10,2,1130
2.718382168042093e-10,1,1131
2.718382230537772e-10,2,1131
2.7183822078499946e-10,1,1132
2.7183821787247667e-10,2,1132
2.7183822106843786e-10,1,1133
2.7183821236655076e-10,2,1133
2.7183821929528027e-10,1,1134
2.7183822207018667e-10,2,1134
2.7183823266929523e-10,1,1135
2.718382046257284e-10,2,1135
2.718382212847489e-10,1,1136
2.718382180293366e-10,2,1136
2.718382121550043e-10,1,1137
2.718382218188032e-10,2,1137
2.7183822167269e-10,1,1138
2.718382189634551e-10,2,1138
2.7183821856831424e-10,1,1139
2.7183822251908766e-10,2,1139
2.7183821084083266e-10,1,1140
2.7183821125460826e-10,2,1140
2.718382343320209e-10,1,1141
2.718382134412238e-10,2,1141
2.718382336687941e-10,1,1142
2.718382087207092e-10,2,1142
2.7183823059829967e-10,1,1143
2.71838222919946e-10,2,1143
2.718382025585445e-10,1,1144
2.718382165485642e-10,2,1144
2.718382096520219e-10,1,1145
2.7183821509802026e-10,2,1145
2.7183820781226636e-10,1,1146
2.718382238652348e-10,2,1146
2.7183821863480633e-10,1,1147
2.7183822091597193e-10,2,1147
2.7183821996718915e-10,1,1148
2.718382186907105e-10,2,1148
2.7183821673067626e-10,1,1149
2.7183821869748676e-10,2,1149
2.7183823100148736e-10,1,1150
2.718382164647079e-10,2,1150
2.718382111123067e-10,1,1151
2.7183821587432595e-10,2,1151
2.7183820973249005e-10,1,1152
2.71838219943684e-10,2,1152
2.718382089218795e-10,1,1153
2.718382329771917e-10,2,1153
2.71838233691664e-10,1,1154
2.7183820039818697e-10,2,1154
2.7183822052792496e-10,1,1155
2.7183821418745984e-10,2,1155
2.718382120663967e-10,1,1156
2.718382151075494e-10,2,1156
2.7183823014429e-10,1,1157
2.7183822937857223e-10,2,1157
2.7183821934546697e-10,1,1158
2.718382208265041e-10,2,1158
2.7183820167043046e-10,1,1159
2.718382318358148e-10,2,1159
2.7183820515935917e-10,1,1160
2.718382174057615e-10,2,1160
2.7183822323673633e-10,1,1161
2.718382243162269e-10,2,1161
2.71838219474216e-10,1,1162
2.7183822255709827e-10,2,1162
2.7183822946412256e-10,1,1163
2.718382229944849e-10,2,1163
2.718382187834606e-10,1,1164
2.718382206772145e-10,2,1164
2.718382234540003e-10,1,1165
2.718382190308273e-10,2,1165
2.718382148544983e-10,1,1166
2.718382207451889e-10,2,1166
2.718382198816388e-10,1,1167
2.718382157851228e-10,2,1167
2.718382094411107e-10,1,1168
2.718382066793598e-10,2,1168
2.7183823701965645e-10,1,1169
2.718382341058631e-10,2,1169
2.718382218840247e-10,1,1170
2.718382217984744e-10,2,1170
2.7183821451992027e-10,1,1171
2.7183822177983966e-10,2,1171
2.718382192743162e-10,1,1172
2.7183823208568953e-10,2,1172
2.7183823478857166e-10,1,1173
2.718382233265218e-10,2,1173
2.7183823433286794e-10,1,1174
2.7183821017464125e-10,2,1174
2.718382257265897e-10,1,1175
2.71838217636578e-10,2,1175
2.718382211656349e-10,1,1176
2.7183822028207365e-10,2,1176
2.718382197478076e-10,1,1177
2.7183822135399385e-10,2,1177
2.71838198265358e-10,1,1178
2.718382273084237e-10,2,1178
2.7183821986978036e-10,1,1179
2.7183822007222124e-10,2,1179
2.7183824873496914e-10,1,1180
2.7183822197465724e-10,2,1180
2.7183821490532026e-10,1,1181
2.718382120914768e-10,2,1181
2.718382196059296e-10,1,1182
2.718382268870248e-10,2,1182
2.718381977351154e-10,1,1183
2.718382237297095e-10,2,1183
2.718382197495017e-10,1,1184
2.7183823268496534e-10,2,1184
2.7183822402124766e-10,1,1185
2.7183821672517055e-10,2,1185
2.71838218318016e-10,1,1186
2.718382266299503e-10,2,1186
2.7183820049051356e-10,1,1187
2.718382109013955e-10,2,1187
2.71838215310202e-10,1,1188
2.718382189554083e-10,2,1188
2.718382194877685e-10,1,1189
2.7183821464019895e-10,2,1189
2.7183821825237095e-10,1,1190
2.7183821859372523e-10,2,1190
2.718382102424039e-10,1,1191
2.718382159536294e-10,2,1191
2.7183821343910623e-10,1,1192
2.718382210251333e-10,2,1192
2.718381978096543e-10,1,1193
2.7183822343494204e-10,2,1193
2.718382131612794e-10,1,1194
2.718382160661789e-10,2,1194
2.718382181339981e-10,1,1195
2.718382166938171e-10,2,1195
2.7183821260647284e-10,1,1196
2.7183821804400085e-10,2,1196
2.718382154359864e-10,1,1197
2.718382235311597e-10,2,1197
2.718382146820212e-10,1,1198
2.718382190505407e-10,2,1198
2.7183821790042876e-10,1,1199
2.718382064712544e-10,2,1199
2.718382157489651e-10,1,1200
2.718381874313831e-10,2,1200
2.7183822719661536e-10,1,1201
2.7183822268105625e-10,2,1201
2.718382290355239e-10,1,1202
2.718382255084787e-10,2,1202
2.718382180639061e-10,1,1203
2.718382162864075e-10,2,1203
2.718382069601512e-10,1,1204
2.7183821008782037e-10,2,1204
2.71838221789157e-10,1,1205
2.718382173621393e-10,2,1205
2.718382067564398e-10,1,1206
2.718382211051779e-10,2,1206
2.718382133095102e-10,1,1207
2.7183822094635924e-10,2,1207
2.7183822913547377e-10,1,1208
2.718382227268225e-10,2,1208
2.7183822006713904e-10,1,1209
2.718382150014585e-10,2,1209
2.718382217171592e-10,1,1210
2.7183820359425404e-10,2,1210
2.718382205149945e-10,1,1211
2.718382142160472e-10,2,1211
2.718381941750359e-10,1,1212
2.7183821013652477e-10,2,1212
2.7183821573837716e-10,1,1213
2.7183821672225887e-10,2,1213
2.7183821065745003e-10,1,1214
2.7183822088939627e-10,2,1214
2.7183821954536674e-10,1,1215
2.7183822011584343e-10,2,1215
2.718382194173589e-10,1,1216
2.7183822150471277e-10,2,1216
2.7183822941499465e-10,1,1217
2.718382157188954e-10,2,1217
2.7183822011012596e-10,1,1218
2.71838218269841e-10,2,1218
2.7183821767638855e-10,1,1219
2.7183821704365493e-10,2,1219
2.718382097003028e-10,1,1220
2.7183821902571203e-10,2,1220
2.7183822204157284e-10,1,1221
2.718382204593153e-10,2,1221
2.7183822649484856e-10,1,1222
2.7183821111895064e-10,2,1222
2.7183821779158503e-10,1,1223
2.718382215128125e-10,2,1223
2.7183821964828125e-10,1,1224
2.718382179697531e-10,2,1224
2.718382385997964e-10,1,1225
2.7183822696177547e-10,2,1225
2.718382107741288e-10,1,1226
2.7183821667114573e-10,2,1226
2.718382152373572e-10,1,1227
2.7183821766410657e-10,2,1227
2.7183822363902404e-10,1,1228
2.7183822634577076e-10,2,1228
2.718382217984744e-10,1,1229
2.7183823375688553e-10,2,1229
2.7183822133006516e-10,1,1230
2.7183821862908885e-10,2,1230
2.71838224127815e-10,1,1231
2.7183821254093367e-10,2,1231
2.718382150516452e-10,1,1232
2.718382194755924e-10,2,1232
2.718382238635407e-10,1,1233
2.718382247088796e-10,2,1233
2.718382302230641e-10,1,1234
2.7183822223766097e-10,2,1234
2.71838223485764e-10,1,1235
2.7183822317469117e-10,2,1235
2.718382264088747e-10,1,1236
2.718382160276389e-10,2,1236
2.718382105405595e-10,1,1237
2.7183821998201223e-10,2,1237
2.718382224545014e-10,1,1238
2.7183822320221974e-10,2,1238
2.7183822438446597e-10,1,1239
2.7183822954162607e-10,2,1239
2.718382303009911e-10,1,1240
2.718382273905859e-10,2,1240
2.7183821705678395e-10,1,1241
2.718382167613812e-10,2,1241
2.718382159370064e-10,1,1242
2.7183820811253954e-10,2,1242
2.7183822436837235e-10,1,1243
2.718382114231678e-10,2,1243
2.7183823480424177e-10,1,1244
2.718382166741368e-10,2,1244
2.7183822996302496e-10,1,1245
2.718382146622218e-10,2,1245
2.718382132176071e-10,1,1246
2.718382184285538e-10,2,1246
2.718382417816757e-10,1,1247
2.718382216629491e-10,2,1247
2.7183821735493954e-10,1,1248
2.7183822592860704e-10,2,1248
2.7183822592352484e-10,1,1249
2.71838212347069e-10,2,1249
2.7183821507430333e-10,1,1250
2.7183821870722764e-10,2,1250
2.7183821701527933e-10,1,1251
2.718382213262535e-10,2,1251
2.7183822077885847e-10,1,1252
2.7183821064440043e-10,2,1252
2.718382360421804e-10,1,1253
2.7183823870652256e-10,2,1253
2.718381848627557e-10,1,1254
2.7183821408200423e-10,2,1254
2.7183821965442224e-10,1,1255
2.718382243462436e-10,2,1255
2.718382089362791e-10,1,1256
2.7183822573887166e-10,2,1256
2.718382010055096e-10,1,1257
2.718382117244998e-10,2,1257
2.7183823156899943e-10,1,1258
2.718382139066684e-10,2,1258
2.7183821845565886e-10,1,1259
2.718382165575639e-10,2,1259
2.7183822640209845e-10,1,1260
2.718382250104233e-10,2,1260
2.718382137211682e-10,1,1261
2.7183822986985134e-10,2,1261
2.718382115915156e-10,1,1262
2.7183822220036505e-10,2,1262
2.718382041441902e-10,1,1263
2.718382149934646e-10,2,1263
2.7183821217999175e-10,1,1264
2.7183821948946257e-10,2,1264
2.7183820418188315e-10,1,1265
2.718382221334759e-10,2,1265
2.718382255389719e-10,1,1266
2.71838228061436e-10,2,1266
2.718382112690078e-10,1,1267
2.718382184428475e-10,2,1267
2.7183821429079786e-10,1,1268
2.718382248905152e-10,2,1268
2.718382330756593e-10,1,1269
2.718382241633639e-10,2,1269
2.718382246521284e-10,1,1270
2.7183821334000337e-10,2,1270
2.718382162762431e-10,1,1271
2.718382189595376e-10,2,1271
2.718382191083507e-10,1,1272
2.7183823022412287e-10,2,1272
2.718382276989059e-10,1,1273
2.7183821768443536e-10,2,1273
2.718382002169219e-10,1,1274
2.718382301392078e-10,2,1274
2.7183822786026567e-10,1,1275
2.7183822816159764e-10,2,1275
2.718382219965213e-10,1,1276
2.7183821422388225e-10,2,1276
2.718382027487034e-10,1,1277
2.7183822054100103e-10,2,1277
2.7183821718638e-10,1,1278
2.7183822123032704e-10,2,1278
2.71838222880559e-10,1,1279
2.7183821845576474e-10,2,1279
2.718382228733592e-10,1,1280
2.718382244806042e-10,2,1280
2.7183819179317926e-10,1,1281
2.7183821727574196e-10,2,1281
2.718382193776542e-10,1,1282
2.718382211233891e-10,2,1282
2.7183821246544186e-10,1,1283
2.71838211999362e-10,2,1283
2.718382045918471e-10,1,1284
2.718382198994265e-10,2,1284
2.718382090167472e-10,1,1285
2.718382189583729e-10,2,1285
2.718382211843755e-10,1,1286
2.7183822058012337e-10,2,1286
2.718382153046963e-10,1,1287
2.718382203631241e-10,2,1287
2.718382151687475e-10,1,1288
2.7183822865690016e-10,2,1288
2.718382175038056e-10,1,1289
2.718382218384967e-10,2,1289
2.7183821846370567e-10,1,1290
2.718382148436986e-10,2,1290
2.718382207447654e-10,1,1291
2.718382216189828e-10,2,1291
2.718382249485899e-10,1,1292
2.718382188495292e-10,2,1292
2.7183820988199137e-10,1,1293
2.718382289552675e-10,2,1293
2.7183821970715004e-10,1,1294
2.718382145277553e-10,2,1294
2.718382158264686e-10,1,1295
2.7183821880209533e-10,2,1295
2.7183823174433525e-10,1,1296
2.71838224166355e-10,2,1296
2.7183821298170844e-10,1,1297
2.718382195025916e-10,2,1297
2.7183819412251987e-10,1,1298
2.718382203517421e-10,2,1298
2.7183822385358807e-10,1,1299
2.718382208926653e-10,2,1299
2.7183821817571447e-10,1,1300
2.7183821851156303e-10,2,1300
2.7183821736055114e-10,1,1301
2.7183822374220324e-10,2,1301
2.7183821736764504e-10,1,1302
2.718382149298842e-10,2,1302
2.7183821509759674e-10,1,1303
2.7183821764293075e-10,2,1303
2.7183820521515746e-10,1,1304
2.7183822458812446e-10,2,1304
2.7183819887013954e-10,1,1305
2.7183823288020643e-10,2,1305
2.7183821113644716e-10,1,1306
2.718382233677088e-10,2,1306
2.718382177806795e-10,1,1307
2.7183822169937153e-10,2,1307
2.7183821858356083e-10,1,1308
2.718382176638948e-10,2,1308
2.71838220378106e-10,1,1309
2.7183822480226497e-10,2,1309
2.718382043271493e-10,1,1310
2.7183822048387925e-10,2,1310
2.7183822011414937e-10,1,1311
2.7183821642569146e-10,2,1311
2.718382251789829e-10,1,1312
2.7183821285285355e-10,2,1312
2.718382175047188e-10,1,1313
2.71838217450866e-10,2,1313
2.7183823130684273e-10,1,1314
2.7183822753024046e-10,2,1314
2.7183820181357903e-10,1,1315
2.7183822399313675e-10,2,1315
2.718382223494693e-10,1,1316
2.718382170292554e-10,2,1316
2.7183821709744153e-10,1,1317
2.718382182034548e-10,2,1317
2.718382160835431e-10,1,1318
2.7183822500110596e-10,2,1318
2.718382047900528e-10,1,1319
2.7183823637167624e-10,2,1319
2.718382162726432e-10,1,1320
2.718382116937419e-10,2,1320
2.7183824208491347e-10,1,1321
2.718382192074006e-10,2,1321
2.7183822977244255e-10,1,1322
2.718382219585636e-10,2,1322
2.718381993631127e-10,1,1323
2.7183822775692765e-10,2,1323
2.7183822383029467e-10,1,1324
2.718382193399083e-10,2,1324
2.718382152919908e-10,1,1325
2.7183821426618096e-10,2,1325
2.718382251357842e-10,1,1326
2.718382247700777e-10,2,1326
2.7183823350023455e-10,1,1327
2.7183820868555733e-10,2,1327
2.7183822654355295e-10,1,1328
2.718382125408278e-10,2,1328
2.7183823389579894e-10,1,1329
2.7183821003826894e-10,2,1329
2.7183822329602864e-10,1,1330
2.7183822014781893e-10,2,1330
2.7183822237064514e-10,1,1331
2.7183821995109553e-10,2,1331
2.7183822073375397e-10,1,1332
2.7183821816555007e-10,2,1332
