post_coef,scenario,draw
2.718382220199735e-10,1,451
2.7183821651108297e-10,2,451
2.718382194776041e-10,1,452
2.718382204249575e-10,2,452
2.718382306965555e-10,1,453
2.7183822303133084e-10,2,453
2.7183821730919976e-10,1,454
2.71838216994527e-10,2,454
2.7183821157563374e-10,1,455
2.7183821424166995e-10,2,455
2.7183820681700265e-10,1,456
2.718382270543138e-10,2,456
2.718382168801776e-10,1,457
2.718382221015004e-10,2,457
2.7183821692083516e-10,1,458
2.7183821461881137e-10,2,458
2.7183821552556014e-10,1,459
2.7183821657940147e-10,2,459
2.718382244649341e-10,1,460
2.718382155228073e-10,2,460
2.718382232956051e-10,1,461
2.7183821621959776e-10,2,461
2.71838224514062e-10,1,462
2.718382309125489e-10,2,462
2.7183821699749164e-10,1,463
2.7183821825533557e-10,2,463
2.718382127436922e-10,1,464
2.7183821790847557e-10,2,464
2.718382168698014e-10,1,465
2.7183821422798507e-10,2,465
2.7183821056088827e-10,1,466
2.718382094817683e-10,2,466
2.718382223205643e-10,1,467
2.7183821675958126e-10,2,467
2.718382151106629e-10,1,468
2.7183822288521766e-10,2,468
2.7183824230514204e-10,1,469
2.7183824034087263e-10,2,469
2.7183821723635493e-10,1,470
2.7183821919088346e-10,2,470
2.7183822104885023e-10,1,471
2.718382294831808e-10,2,471
2.7183821695514e-10,1,472
2.718382199587188e-10,2,472
2.718382259455477e-10,1,473
2.718382136025836e-10,2,473
2.7183822042966914e-10,1,474
2.718382189316914e-10,2,474
2.718382137110038e-10,1,475
2.7183821324217107e-10,2,475
2.718382228149139e-10,1,476
2.7183822113990627e-10,2,476
2.7183820439025325e-10,1,477
2.7183822827658236e-10,2,477
2.718382195272085e-10,1,478
2.7183822251718184e-10,2,478
2.7183822970108e-10,1,479
2.7183822473370824e-10,2,479
2.7183821796903843e-10,1,480
2.718382221283937e-10,2,480
2.718382163634875e-10,1,481
2.718382201694131e-10,2,481
2.7183821588703145e-10,1,482
2.718382328581836e-10,2,482
2.718382058081864e-10,1,483
2.7183820738578527e-10,2,483
2.718382237915429e-10,1,484
2.718382201901706e-10,2,484
2.718382212148687e-10,1,485
2.7183821905662873e-10,2,485
2.718382190928394e-10,1,486
2.71838217753495e-10,2,486
2.7183823018833573e-10,1,487
2.7183821874873226e-10,2,487
2.718382126066846e-10,1,488
2.7183821668469164e-10,2,488
2.718382223486223e-10,1,489
2.7183822415703763e-10,2,489
2.718382216640079e-10,1,490
2.7183821923801786e-10,2,490
2.7183820198891485e-10,1,491
2.7183820453975457e-10,2,491
2.718382250002589e-10,1,492
2.71838222650166e-10,2,492
2.7183824099393504e-10,1,493
2.7183821292326316e-10,2,493
2.7183822241426734e-10,1,494
2.718382226675302e-10,2,494
2.718382246114708e-10,1,495
2.718382109208773e-10,2,495
2.7183821894905555e-10,1,496
2.718382201120318e-10,2,496
2.718382129418979e-10,1,497
2.7183821298170844e-10,2,497
2.7183822104969726e-10,1,498
2.7183821221895527e-10,2,498
2.718382244268176e-10,1,499
2.718382160763433e-10,2,499
2.718382358287281e-10,1,500
2.718382028211247e-10,2,500
2.7183821603018e-10,1,501
2.718382173122173e-10,2,501
2.7183821826719403e-10,1,502
2.718382119983032e-10,2,502
2.7183821088191376e-10,1,503
2.71838214397524e-10,2,503
2.7183822438616004e-10,1,504
2.7183820724856593e-10,2,504
2.7183823806574214e-10,1,505
2.7183823214244074e-10,2,505
2.7183821598862246e-10,1,506
2.718382132129749e-10,2,506
2.718381999005551e-10,1,507
2.718382194745733e-10,2,507
2.7183821735197493e-10,1,508
2.7183821301516624e-10,2,508
2.718382234442594e-10,1,509
2.7183821549241997e-10,2,509
2.718382348690398e-10,1,510
2.7183822556946507e-10,2,510
2.718382310565445e-10,1,511
2.718382273749158e-10,2,511
2.7183822810632874e-10,1,512
2.7183821860431314e-10,2,512
2.7183822323673633e-10,1,513
2.718382165976921e-10,2,513
2.718382140887805e-10,1,514
2.71838223264159e-10,2,514
2.7183822273613986e-10,1,515
2.718381994969439e-10,2,515
2.718382205520654e-10,1,516
2.7183822082838343e-10,2,516
2.718382207422243e-10,1,517
2.718382181354804e-10,2,517
2.718382103067784e-10,1,518
2.7183823768245973e-10,2,518
2.7183821663496154e-10,1,519
2.718382167867922e-10,2,519
2.718382219479757e-10,1,520
2.7183822134917635e-10,2,520
2.7183823081937527e-10,1,521
2.718382231901495e-10,2,521
2.718382226232727e-10,1,522
2.718382224566719e-10,2,522
2.718382200799504e-10,1,523
2.718382141374849e-10,2,523
2.718382152883909e-10,1,524
2.7183821904556437e-10,2,524
2.718382170817714e-10,1,525
2.7183821286521494e-10,2,525
2.7183822947894563e-10,1,526
2.7183822112995363e-10,2,526
2.7183821386855193e-10,1,527
2.718382233002638e-10,2,527
2.7183821541608113e-10,1,528
2.718382145059442e-10,2,528
2.7183821544233915e-10,1,529
2.7183821459001225e-10,2,529
2.7183821644268506e-10,1,530
2.718382186949986e-10,2,530
2.7183821580529277e-10,1,531
2.718382192793984e-10,2,531
2.7183821491082597e-10,1,532
2.7183821447021e-10,2,532
2.7183822883901224e-10,1,533
2.71838218344274e-10,2,533
2.7183822240749107e-10,1,534
2.7183821651425934e-10,2,534
2.718382344379e-10,1,535
2.7183821597258177e-10,2,535
2.7183821229746463e-10,1,536
2.7183822506251585e-10,2,536
2.7183819296208473e-10,1,537
2.718382229737326e-10,2,537
2.71838212148228e-10,1,538
2.7183821802113096e-10,2,538
2.718382081832668e-10,1,539
2.7183822817027973e-10,2,539
2.7183821976347773e-10,1,540
2.7183821728230647e-10,2,540
2.718382097934764e-10,1,541
2.7183824172238337e-10,2,541
2.718382237830726e-10,1,542
2.7183821391302116e-10,2,542
2.718382212974544e-10,1,543
2.7183821372392106e-10,2,543
2.7183821531639594e-10,1,544
2.7183822253031085e-10,2,544
2.718382231842203e-10,1,545
2.718382177657505e-10,2,545
2.718382134814579e-10,1,546
2.718382213313357e-10,2,546
2.7183821568967277e-10,1,547
2.7183821839679007e-10,2,547
2.71838223696887e-10,1,548
2.7183821952286743e-10,2,548
2.7183821122072694e-10,1,549
2.718382187413207e-10,2,549
2.718382385553272e-10,1,550
2.718382228318546e-10,2,550
2.718382094584749e-10,1,551
2.718382246864332e-10,2,551
2.7183820934624303e-10,1,552
2.718382177674446e-10,2,552
2.718382104787261e-10,1,553
2.7183821718595647e-10,2,553
2.718382130778467e-10,1,554
2.7183821852013924e-10,2,554
2.7183820945466324e-10,1,555
2.7183821698258915e-10,2,555
2.718382161583467e-10,1,556
2.718382186852048e-10,2,556
2.7183822043835123e-10,1,557
2.718382178628946e-10,2,557
2.718382043284728e-10,1,558
2.7183821737908e-10,2,558
2.718382493533032e-10,1,559
2.7183822052707793e-10,2,559
2.718382045952352e-10,1,560
2.718382336814996e-10,2,560
2.718382369214006e-10,1,561
2.718382252492866e-10,2,561
2.718382266341855e-10,1,562
2.71838229077452e-10,2,562
2.7183822376952005e-10,1,563
2.718382134691759e-10,2,563
2.7183820600723915e-10,1,564
2.7183822208117163e-10,2,564
2.7183821356616117e-10,1,565
2.718382192095711e-10,2,565
2.718382101890408e-10,1,566
2.718382206033109e-10,2,566
2.718382225370871e-10,1,567
2.718382272440492e-10,2,567
2.7183821780725514e-10,1,568
2.718382191451437e-10,2,568
2.718382135898781e-10,1,569
2.7183821457074225e-10,2,569
2.718382162517056e-10,1,570
2.718382258487742e-10,2,570
2.718382315884812e-10,1,571
2.7183822052792496e-10,2,571
2.718382223911857e-10,1,572
2.7183822220149e-10,2,572
2.7183821968173905e-10,1,573
2.7183823880859003e-10,2,573
2.7183822455556663e-10,1,574
2.718382115358232e-10,2,574
2.7183820860085403e-10,1,575
2.7183821830658106e-10,2,575
2.7183821960211795e-10,1,576
2.718382257634356e-10,2,576
2.7183822453015564e-10,1,577
2.718382060339207e-10,2,577
2.7183821955087246e-10,1,578
2.718382222982238e-10,2,578
2.718382192093726e-10,1,579
2.718382230218017e-10,2,579
2.7183821029746103e-10,1,580
2.718382175514512e-10,2,580
2.7183821797734994e-10,1,581
2.718382167670987e-10,2,581
2.7183822572304273e-10,1,582
2.718382020338076e-10,2,582
2.718382208720321e-10,1,583
2.71838213883375e-10,2,583
2.7183822846377665e-10,1,584
2.7183821586966727e-10,2,584
2.7183821182762605e-10,1,585
2.7183821515434795e-10,2,585
2.718382405797359e-10,1,586
2.718382267294767e-10,2,586
2.7183822042793206e-10,1,587
2.718382231916318e-10,2,587
2.7183824118705855e-10,1,588
2.7183822636906417e-10,2,588
2.7183821662585593e-10,1,589
2.718382200012293e-10,2,589
2.718382076919877e-10,1,590
2.718382146075882e-10,2,590
2.71838202353139e-10,1,591
2.7183821968682125e-10,2,591
2.7183822333033347e-10,1,592
2.7183822121296286e-10,2,592
2.7183822324478314e-10,1,593
2.718382133871196e-10,2,593
2.7183819168687663e-10,1,594
2.718382178637946e-10,2,594
2.7183821830361644e-10,1,595
2.718382174199493e-10,2,595
2.71838211916988e-10,1,596
2.7183822214236976e-10,2,596
2.7183821133677045e-10,1,597
2.718382291438382e-10,2,597
2.7183819216333266e-10,1,598
2.718382397538788e-10,2,598
2.7183822788017095e-10,1,599
2.718382330208139e-10,2,599
2.718382144466519e-10,1,600
2.7183822020457014e-10,2,600
2.7183822577275297e-10,1,601
2.7183823980385374e-10,2,601
2.7183819665684244e-10,1,602
2.7183822550424353e-10,2,602
2.718382240562407e-10,1,603
2.7183822044041587e-10,2,603
2.718382189676903e-10,1,604
2.718382163766165e-10,2,604
2.7183822702678525e-10,1,605
2.7183822085885677e-10,2,605
2.718381959334763e-10,1,606
2.718382166010802e-10,2,606
2.7183823950569815e-10,1,607
2.7183821240826713e-10,2,607
2.7183823017393617e-10,1,608
2.718382211513412e-10,2,608
2.7183822263364887e-10,1,609
2.718382292489762e-10,2,609
2.718382056929899e-10,1,610
2.71838217598038e-10,2,610
2.718382176446248e-10,1,611
2.718382134814579e-10,2,611
2.718382105439476e-10,1,612
2.7183822505531607e-10,2,612
2.7183823606843845e-10,1,613
2.7183821204150186e-10,2,613
2.71838215194582e-10,1,614
2.71838224157567e-10,2,614
2.718382164587787e-10,1,615
2.718382135492205e-10,2,615
2.718382153178253e-10,1,616
2.7183821864899413e-10,2,616
2.718382148011352e-10,1,617
2.718382214997894e-10,2,617
2.718382280233195e-10,1,618
2.7183821235193944e-10,2,618
2.7183822461972937e-10,1,619
2.7183822111122626e-10,2,619
2.7183822920196586e-10,1,620
2.7183821318690217e-10,2,620
2.7183822615264725e-10,1,621
2.718382155304306e-10,2,621
2.718382219356937e-10,1,622
2.7183821829091095e-10,2,622
2.718382210458856e-10,1,623
2.7183821750883484e-10,2,623
2.7183822228085965e-10,1,624
2.7183821864380605e-10,2,624
2.718382210454621e-10,1,625
2.718382203304174e-10,2,625
2.718382043038559e-10,1,626
2.7183821730327053e-10,2,626
2.7183821497181235e-10,1,627
2.718382241351736e-10,2,627
2.718382431263405e-10,1,628
2.7183822151831824e-10,2,628
2.7183822155368186e-10,1,629
2.7183821947887466e-10,2,629
2.7183822467161014e-10,1,630
2.718382217933922e-10,2,630
2.718382182282305e-10,1,631
2.718382195627309e-10,2,631
2.7183821720332065e-10,1,632
2.71838215020305e-10,2,632
2.7183820988665005e-10,1,633
2.718382233064048e-10,2,633
2.718382181467036e-10,1,634
2.718382234526867e-10,2,634
2.718382212699258e-10,1,635
2.718382196952916e-10,2,635
2.718382379437694e-10,1,636
2.718382285527151e-10,2,636
2.718382205131019e-10,1,637
2.718382191514964e-10,2,637
2.718382187110393e-10,1,638
2.71838225142984e-10,2,638
2.7183822005909223e-10,1,639
2.7183822432835004e-10,2,639
2.718382252887795e-10,1,640
2.718382214825311e-10,2,640
2.71838214422935e-10,1,641
2.7183822417715466e-10,2,641
2.7183821883301204e-10,1,642
2.718382169780099e-10,2,642
2.7183821939120675e-10,1,643
2.7183821790646387e-10,2,643
2.71838226492731e-10,1,644
2.7183821482993433e-10,2,644
2.7183821865555863e-10,1,645
2.718382198816388e-10,2,645
2.718382256630622e-10,1,646
2.718382153913054e-10,2,646
2.7183822148634274e-10,1,647
2.718382208000343e-10,2,647
2.718382228009379e-10,1,648
2.718382219683045e-10,2,648
2.7183822826811204e-10,1,649
2.7183823987796913e-10,2,649
2.71838224796971e-10,1,650
2.7183820700313814e-10,2,650
2.7183824766601356e-10,1,651
2.7183821474777213e-10,2,651
2.718382177030701e-10,1,652
2.718382229898262e-10,2,652
2.718382183404624e-10,1,653
2.7183821745128954e-10,2,653
2.7183820571162465e-10,1,654
2.7183821620805693e-10,2,654
2.7183821386389325e-10,1,655
2.7183821133486463e-10,2,655
2.7183821985876894e-10,1,656
2.718382248562633e-10,2,656
2.7183821625252616e-10,1,657
2.718382181954874e-10,2,657
2.7183822670067757e-10,1,658
2.7183822028927343e-10,2,658
2.718382315306712e-10,1,659
2.7183821717886257e-10,2,659
2.718382155109488e-10,1,660
2.7183821381772996e-10,2,660
2.718382155880288e-10,1,661
2.7183820835394393e-10,2,661
2.7183821878597524e-10,1,662
2.718382146905974e-10,2,662
2.7183822684382613e-10,1,663
2.7183821860632484e-10,2,663
2.7183821423870533e-10,1,664
2.718382160267919e-10,2,664
2.7183823873151003e-10,1,665
2.7183819919243557e-10,2,665
2.718382258074813e-10,1,666
2.718382196110118e-10,2,666
2.7183821257555614e-10,1,667
2.71838215339332e-10,2,667
2.7183821785934766e-10,1,668
2.7183821681580307e-10,2,668
2.718382033704256e-10,1,669
2.7183821950936784e-10,2,669
2.7183822483424047e-10,1,670
2.718382188328003e-10,2,670
2.71838212308529e-10,1,671
2.7183821799487293e-10,2,671
2.718382303125584e-10,1,672
2.7183822290046425e-10,2,672
2.718382153210017e-10,1,673
2.718382169420639e-10,2,673
2.7183821711607625e-10,1,674
2.718382240227829e-10,2,674
2.718382142124473e-10,1,675
2.7183821989307377e-10,2,675
2.718382044681803e-10,1,676
2.718382139636314e-10,2,676
2.718382341617673e-10,1,677
2.7183823484701694e-10,2,677
2.7183822672905317e-10,1,678
2.7183821069344893e-10,2,678
2.7183821695514e-10,1,679
2.718382374863716e-10,2,679
2.718382220864656e-10,1,680
2.718382183718026e-10,2,680
2.7183823288105347e-10,1,681
2.7183821943525246e-10,2,681
2.7183818750211035e-10,1,682
2.7183820151288233e-10,2,682
2.7183821192249374e-10,1,683
2.7183822527258e-10,2,683
2.718382197245142e-10,1,684
2.718382240126185e-10,2,684
2.718382190772222e-10,1,685
2.718382184245304e-10,2,685
2.718382166112446e-10,1,686
2.7183821749279416e-10,2,686
2.718382241227328e-10,1,687
2.718382174002558e-10,2,687
2.718382194254057e-10,1,688
2.7183821907018126e-10,2,688
2.718382261822934e-10,1,689
2.718382194503932e-10,2,689
2.7183822038604694e-10,1,690
2.7183821895742e-10,2,690
2.7183820816717316e-10,1,691
2.71838224025324e-10,2,691
2.718382314194981e-10,1,692
2.7183820865294656e-10,2,692
2.718382161733286e-10,1,693
2.7183821897669e-10,2,693
2.71838220097844e-10,1,694
2.7183821694590866e-10,2,694
2.71838217110147e-10,1,695
2.7183822245246323e-10,2,695
2.7183821228332977e-10,1,696
2.718382212682847e-10,2,696
2.718382258451743e-10,1,697
2.7183820716026275e-10,2,697
2.718382037973302e-10,1,698
2.7183821908331027e-10,2,698
2.718382223697981e-10,1,699
2.718382194888008e-10,2,699
2.718381922980109e-10,1,700
2.718382086156771e-10,2,700
2.718382215214946e-10,1,701
2.718382022248135e-10,2,701
2.7183823370606356e-10,1,702
2.718382164642844e-10,2,702
2.7183822727073074e-10,1,703
2.718382111053187e-10,2,703
2.7183821483247543e-10,1,704
2.718382190998274e-10,2,704
2.7183822577952924e-10,1,705
2.7183822574850665e-10,2,705
2.7183821830912216e-10,1,706
2.7183820984371606e-10,2,706
2.718382127907025e-10,1,707
2.7183821266280053e-10,2,707
2.7183822357491423e-10,1,708
2.718382209895579e-10,2,708
2.7183821894651445e-10,1,709
2.718382206558799e-10,2,709
2.718382176420837e-10,1,710
2.718382221087002e-10,2,710
2.718382159861343e-10,1,711
2.718382258108165e-10,2,711
2.7183820093012366e-10,1,712
2.718381999534947e-10,2,712
2.718382065940212e-10,1,713
2.7183821619781313e-10,2,713
2.7183821093000935e-10,1,714
2.7183822413861466e-10,2,714
2.7183823014429e-10,1,715
2.71838216325371e-10,2,715
2.718382172977648e-10,1,716
2.718382213209066e-10,2,716
2.7183821538304684e-10,1,717
2.7183822238684465e-10,2,717
2.7183820978077093e-10,1,718
2.71838208060447e-10,2,718
2.71838212893617e-10,1,719
2.718382223905504e-10,2,719
2.71838220528772e-10,1,720
2.718382230537772e-10,2,720
2.718382180579769e-10,1,721
2.7183821172767616e-10,2,721
2.7183822911175685e-10,1,722
2.718382217578168e-10,2,722
2.718382058907721e-10,1,723
2.718382107939282e-10,2,723
2.71838215695602e-10,1,724
2.7183821920745354e-10,2,724
2.718382216708371e-10,1,725
2.71838217045349e-10,2,725
2.718382378387373e-10,1,726
2.7183820421237633e-10,2,726
2.718382168094503e-10,1,727
2.718382186856283e-10,2,727
2.7183821536822377e-10,1,728
2.718382131961666e-10,2,728
2.7183823498338924e-10,1,729
2.7183821497477696e-10,2,729
2.718382159166776e-10,1,730
2.7183821827375853e-10,2,730
2.718382186835107e-10,1,731
2.718382135968661e-10,2,731
2.71838221543941e-10,1,732
2.718382184609528e-10,2,732
2.71838218857576e-10,1,733
2.718382239372326e-10,2,733
2.7183821548892596e-10,1,734
2.7183822181647383e-10,2,734
2.718382142641163e-10,1,735
2.7183821948692147e-10,2,735
2.71838245955007e-10,1,736
2.718382182659235e-10,2,736
2.7183822133696716e-10,1,737
2.718382161970455e-10,2,737
2.7183821577861123e-10,1,738
2.7183821497138883e-10,2,738
2.7183819647473036e-10,1,739
2.7183819826620504e-10,2,739
2.7183820515597104e-10,1,740
2.71838222264766e-10,2,740
2.7183823142034515e-10,1,741
2.7183822841411934e-10,2,741
2.718382168558254e-10,1,742
2.718382181395038e-10,2,742
2.7183821832902743e-10,1,743
2.7183822403125323e-10,2,743
2.7183820283679483e-10,1,744
2.7183821980540586e-10,2,744
2.718382111885397e-10,1,745
2.7183820989024994e-10,2,745
2.718381951440416e-10,1,746
2.7183820799437844e-10,2,746
2.718382132476768e-10,1,747
2.718382190430762e-10,2,747
2.7183821625909067e-10,1,748
2.718382180106489e-10,2,748
2.7183822426799894e-10,1,749
2.718382167113004e-10,2,749
2.718382123900559e-10,1,750
2.718382165460231e-10,2,750
2.718382142429405e-10,1,751
2.718382095893415e-10,2,751
2.7183821494089564e-10,1,752
2.718382231699266e-10,2,752
2.718382354213053e-10,1,753
2.71838216749311e-10,2,753
2.7183822815799775e-10,1,754
2.71838214718126e-10,2,754
2.718382225186195e-10,1,755
2.7183821942117054e-10,2,755
2.718382230279427e-10,1,756
2.718382213556879e-10,2,756
2.718382241126743e-10,1,757
2.7183822655170565e-10,2,757
2.7183820888926875e-10,1,758
2.718382122740124e-10,2,758
2.718382182160544e-10,1,759
2.7183822098876383e-10,2,759
2.7183822934045575e-10,1,760
2.718382135284682e-10,2,760
2.718382148831915e-10,1,761
2.718382152997638e-10,2,761
2.7183822198820976e-10,1,762
2.7183820964524566e-10,2,762
2.7183821030593136e-10,1,763
2.718382451854776e-10,2,763
2.718382232383245e-10,1,764
2.7183821897446654e-10,2,764
2.7183820871901513e-10,1,765
2.71838214076075e-10,2,765
2.718382224744067e-10,1,766
2.718382303192023e-10,2,766
2.718382194407582e-10,1,767
2.718382159019604e-10,2,767
2.718382093555604e-10,1,768
2.7183821969995026e-10,2,768
2.7183821238031504e-10,1,769
2.718382173820446e-10,2,769
2.7183822531959035e-10,1,770
2.7183822369709874e-10,2,770
2.718382181452213e-10,1,771
2.7183822437303103e-10,2,771
2.718382067162057e-10,1,772
2.718382206185575e-10,2,772
2.7183822416254334e-10,1,773
2.7183821674994626e-10,2,773
2.718382223261759e-10,1,774
2.71838216226374e-10,2,774
2.718382199756595e-10,1,775
2.718382168851539e-10,2,775
2.7183820877364875e-10,1,776
2.718382245877539e-10,2,776
2.7183820226165946e-10,1,777
2.718382216760781e-10,2,777
2.7183821270726976e-10,1,778
2.7183822570795495e-10,2,778
2.7183822700857404e-10,1,779
2.7183822821136083e-10,2,779
2.7183822368735786e-10,1,780
2.718382245219765e-10,2,780
2.7183822316050336e-10,1,781
2.718382200836562e-10,2,781
2.718382427341642e-10,1,782
2.718382158113279e-10,2,782
2.7183821649689517e-10,1,783
2.718382182849817e-10,2,783
2.718382367435237e-10,1,784
2.718382175128053e-10,2,784
2.71838209859545e-10,1,785
2.7183821740607916e-10,2,785
2.71838219667763e-10,1,786
2.718382129804379e-10,2,786
2.718381974191721e-10,1,787
2.7183820930558545e-10,2,787
2.7183820896581935e-10,1,788
2.7183821464633994e-10,2,788
2.7183821954494323e-10,1,789
2.718382061980333e-10,2,789
2.7183821696403384e-10,1,790
2.718382222578839e-10,2,790
2.7183821952810845e-10,1,791
2.7183821879044863e-10,2,791
2.718382283595916e-10,1,792
2.7183821485915696e-10,2,792
2.718382195076738e-10,1,793
2.7183821029147886e-10,2,793
2.718382202509452e-10,1,794
2.7183821907441643e-10,2,794
2.7183822842311906e-10,1,795
2.7183821221090845e-10,2,795
2.718382155228073e-10,1,796
2.7183822736602195e-10,2,796
2.7183821775643316e-10,1,797
2.718382071829209e-10,2,797
2.7183821682257934e-10,1,798
2.718382234307995e-10,2,798
2.7183821044992696e-10,1,799
2.7183822262692555e-10,2,799
2.7183821098694585e-10,1,800
2.7183822464683443e-10,2,800
2.718382023370454e-10,1,801
2.718382121270522e-10,2,801
2.718382149476719e-10,1,802
2.718382123354223e-10,2,802
2.7183820681488506e-10,1,803
2.7183821369300435e-10,2,803
2.7183821366611106e-10,1,804
2.718382283316395e-10,2,804
2.7183822378529604e-10,1,805
2.7183821777115036e-10,2,805
2.7183821395918446e-10,1,806
2.7183822108577557e-10,2,806
2.7183823230676513e-10,1,807
2.7183821817529095e-10,2,807
2.7183821200507945e-10,1,808
2.7183822902215665e-10,2,808
2.718382179402393e-10,1,809
2.718382157442998e-10,2,809
2.7183821190121203e-10,1,810
2.7183821846624677e-10,2,810
2.718382348465934e-10,1,811
2.7183822023485156e-10,2,811
2.718382097435015e-10,1,812
2.71838206748393e-10,2,812
2.718382268662725e-10,1,813
2.718382155003609e-10,2,813
2.718382194492285e-10,1,814
2.7183821508224427e-10,2,814
2.71838229115145e-10,1,815
2.7183821190682363e-10,2,815
2.7183820779193757e-10,1,816
2.7183820314596185e-10,2,816
2.7183822731943513e-10,1,817
2.7183821749893514e-10,2,817
2.718382128161135e-10,1,818
2.7183821968978586e-10,2,818
2.7183821776109184e-10,1,819
2.7183821362479173e-10,2,819
2.7183821378977787e-10,1,820
2.718382197808419e-10,2,820
2.7183822078203485e-10,1,821
2.7183823624928e-10,2,821
2.718382194665927e-10,1,822
2.718382238266948e-10,2,822
2.718382001694881e-10,1,823
2.718382134103071e-10,2,823
2.7183822196449284e-10,1,824
2.7183821938919505e-10,2,824
2.7183822117294055e-10,1,825
2.7183821025362707e-10,2,825
2.7183821474925444e-10,1,826
2.7183821700993244e-10,2,826
2.718382381106349e-10,1,827
2.7183821365594666e-10,2,827
2.718382095173437e-10,1,828
2.718382201387133e-10,2,828
2.7183820842128305e-10,1,829
2.718382331618449e-10,2,829
2.7183821659229556e-10,1,830
2.7183822250405283e-10,2,830
2.7183821901597115e-10,1,831
2.7183822657886364e-10,2,831
2.718382262157512e-10,1,832
2.7183822196491636e-10,2,832
2.7183822175225815e-10,1,833
2.7183821638445154e-10,2,833
2.718382247834185e-10,1,834
2.718382082942281e-10,2,834
2.718382396437645e-10,1,835
2.7183821066337926e-10,2,835
2.718382398279942e-10,1,836
2.7183820586229064e-10,2,836
2.7183821649181297e-10,1,837
2.718382194852274e-10,2,837
2.718382127470803e-10,1,838
2.7183820600512157e-10,2,838
2.7183823398389036e-10,1,839
2.718382140688752e-10,2,839
2.7183821594124155e-10,1,840
2.71838211427403e-10,2,840
2.7183821090774827e-10,1,841
2.7183822328923914e-10,2,841
2.718381945833058e-10,1,842
2.718382379539338e-10,2,842
2.718382192154474e-10,1,843
2.718382183017106e-10,2,843
2.718382140354174e-10,1,844
2.7183821481468773e-10,2,844
2.718381969998908e-10,1,845
2.718382260560855e-10,2,845
2.718382041708717e-10,1,846
2.7183821874619116e-10,2,846
2.718382086886278e-10,1,847
2.718382147991235e-10,2,847
2.7183822642835647e-10,1,848
2.7183822179000405e-10,2,848
2.71838219358596e-10,1,849
2.7183822572574264e-10,2,849
2.718382199451663e-10,1,850
2.718382121442046e-10,2,850
2.718382163944042e-10,1,851
2.718382077913023e-10,2,851
2.7183821153857605e-10,1,852
2.7183821880347176e-10,2,852
2.718382163166889e-10,1,853
2.718382207303129e-10,2,853
2.7183821214076354e-10,1,854
2.718382131375625e-10,2,854
2.7183822152996494e-10,1,855
2.718382236754994e-10,2,855
2.718382163664521e-10,1,856
2.71838217777609e-10,2,856
2.7183821410318006e-10,1,857
2.7183822334261545e-10,2,857
2.7183821199999725e-10,1,858
2.7183821519542904e-10,2,858
2.718382196470107e-10,1,859
2.7183821488308564e-10,2,859
2.7183822621405714e-10,1,860
2.7183822400224235e-10,2,860
2.718382127877379e-10,1,861
2.718382194594988e-10,2,861
2.7183822065921507e-10,1,862
2.718382111565642e-10,2,862
2.7183821409470973e-10,1,863
2.7183822172308845e-10,2,863
2.718382158006341e-10,1,864
2.7183819669326486e-10,2,864
2.7183821936981917e-10,1,865
2.7183822470707965e-10,2,865
2.7183822225079e-10,1,866
2.718382165002833e-10,2,866
2.718382301874887e-10,1,867
2.7183821979990015e-10,2,867
2.7183823419903673e-10,1,868
2.7183822089765484e-10,2,868
2.7183821823415974e-10,1,869
2.718382156134398e-10,2,869
2.718382185635497e-10,1,870
2.718382171289935e-10,2,870
2.7183821689203604e-10,1,871
2.718382210596499e-10,2,871
2.7183823475934903e-10,1,872
2.718382124293371e-10,2,872
2.718382209469945e-10,1,873
2.7183822941150064e-10,2,873
2.718382316689493e-10,1,874
2.718382160369563e-10,2,874
2.718382269378468e-10,1,875
2.718382131978077e-10,2,875
2.718382172100969e-10,1,876
2.7183822377968445e-10,2,876
2.718382179051933e-10,1,877
2.7183822060819457e-10,2,877
2.7183822998081265e-10,1,878
2.7183821821891315e-10,2,878
2.718381945290957e-10,1,879
2.7183821903121775e-10,2,879
2.7183822733722283e-10,1,880
2.718382090548637e-10,2,880
2.718382267663226e-10,1,881
2.718382031889488e-10,2,881
2.718382258820202e-10,1,882
2.7183821499214114e-10,2,882
2.7183820544480927e-10,1,883
2.718382099370485e-10,2,883
2.7183822200345636e-10,1,884
2.7183820744168944e-10,2,884
2.718382237373328e-10,1,885
2.718382172020501e-10,2,885
2.7183821066253223e-10,1,886
2.718382241411028e-10,2,886
2.7183821540422267e-10,1,887
2.718382110085452e-10,2,887
2.718382474432439e-10,1,888
2.718382114223208e-10,2,888
2.7183822231474097e-10,1,889
2.718382213826871e-10,2,889
2.7183821387871633e-10,1,890
2.718382197266318e-10,2,890
2.7183821797157953e-10,1,891
2.718382182833406e-10,2,891
2.718382104787261e-10,1,892
2.7183820509667873e-10,2,892
2.718382119652689e-10,1,893
2.7183822420256565e-10,2,893
2.718382076852114e-10,1,894
2.7183821603759155e-10,2,894
2.718382203254841e-10,1,895
2.7183822546655056e-10,2,895
2.71838219128203e-10,1,896
2.718382149457264e-10,2,896
2.7183821092511244e-10,1,897
2.7183820953979006e-10,2,897
2.7183823271334094e-10,1,898
2.7183823399151366e-10,2,898
2.7183819454434227e-10,1,899
2.7183820781226636e-10,2,899
2.7183822155622296e-10,1,900
2.7183821689404774e-10,2,900
2.7183822028313244e-10,1,901
2.718382166654547e-10,2,901
2.718382358155991e-10,1,902
