term,coef,std_err,p,ci_low,ci_high,spec,p_holm,reject_5pct_holm,p_fdr_bh_10pct,reject_fdr10
post_g1,-0.009662604966333022,0.010952749604136528,0.377664255407981,-0.03112999419044062,0.011804784257774575,BG_s1,1.0,False,0.5664963831119715,False
post_g2,-0.00251426681206025,0.0011833258911850815,0.03360782289169695,-0.00483358555878301,-0.0001949480653374901,BG_s1,0.17685112337785158,False,0.10082346867509084,False
post_g3,-0.0017124169872562837,0.0041384519457351755,0.6790337561452993,-0.009823782800897227,0.00639894882638466,BG_s1,1.0,False,0.6790337561452993,False
post_g4,0.02437934756798886,0.012536595906675857,0.0518165759099769,-0.00019238040909581866,0.04895107554507354,BG_s1,0.2072663036399076,False,0.1036331518199538,False
post_g5,0.00416329658361707,0.00960285153864321,0.6646167401205731,-0.014658292432123623,0.02298488559935776,BG_s1,1.0,False,0.6790337561452993,False
post_g6,0.014668279987885662,0.006737617870765231,0.02947518722964193,0.001462548961185809,0.027874011014585514,BG_s1,0.17685112337785158,False,0.10082346867509084,False
