term,coef,scenario,run
post_g2,-0.021092054705896104,2,573
post_g3,0.011325656611255248,2,573
post_g4,-0.031316280521110934,2,573
post_g5,0.17529645344139844,2,573
post_g6,-0.11346914283278114,2,573
post_g1,-0.021169574161069297,1,574
post_g2,-0.023675527571030777,1,574
post_g3,0.00724955912650567,1,574
post_g4,-0.03408269007737903,1,574
post_g5,0.19791928841243456,1,574
post_g6,-0.12348648446741908,1,574
post_g1,-0.023230198829070597,2,574
post_g2,-0.019844463719310167,2,574
post_g3,0.013272795638065079,2,574
post_g4,-0.03331174317793184,2,574
post_g5,0.18089641289434866,2,574
post_g6,-0.11721264829097473,2,574
post_g1,-0.023424467768108307,1,575
post_g2,-0.022448478284682126,1,575
post_g3,0.0036477246224570683,1,575
post_g4,-0.03393580220233566,1,575
post_g5,0.18888993972718746,1,575
post_g6,-0.10961440352884427,1,575
post_g1,-0.01936106214074821,2,575
post_g2,-0.02533203004243207,2,575
post_g3,0.010433000757157118,2,575
post_g4,-0.03164145336947406,2,575
post_g5,0.18554837960474274,2,575
post_g6,-0.11914032282597364,2,575
post_g1,-0.02181011018855157,1,576
post_g2,-0.014934205448052863,1,576
post_g3,0.013916467546285095,1,576
post_g4,-0.029876429693660438,1,576
post_g5,0.17202562833378723,1,576
post_g6,-0.11674640150689539,1,576
post_g1,-0.02190335374443918,2,576
post_g2,-0.02071153499322731,2,576
post_g3,0.015800524353678395,2,576
post_g4,-0.03701718906574133,2,576
post_g5,0.192220471726528,2,576
post_g6,-0.12777342335021824,2,576
post_g1,-0.01620210431479499,1,577
post_g2,-0.020683825803040012,1,577
post_g3,0.01213472558208194,1,577
post_g4,-0.034251833458380725,1,577
post_g5,0.1754700577025587,1,577
post_g6,-0.11324774128882004,1,577
post_g1,-0.018731311969594752,2,577
post_g2,-0.02264837835441326,2,577
post_g3,0.009436569584330527,2,577
post_g4,-0.03493783233513856,2,577
post_g5,0.18943907249800668,2,577
post_g6,-0.12196021458016826,2,577
post_g1,-0.01916095760557322,1,578
post_g2,-0.0198877571262024,1,578
post_g3,0.00867717910914899,1,578
post_g4,-0.03354555336350268,1,578
post_g5,0.18276772940445252,1,578
post_g6,-0.11580080202678703,1,578
post_g1,-0.021570467485962343,2,578
post_g2,-0.024283529959770622,2,578
post_g3,0.012826046300778524,2,578
post_g4,-0.03481510895055426,2,578
post_g5,0.19311240322695897,2,578
post_g6,-0.12474563062305467,2,578
post_g1,-0.014554223544451586,1,579
post_g2,-0.025572171532530438,1,579
post_g3,0.010695404792010265,1,579
post_g4,-0.03226532440695336,1,579
post_g5,0.18102017063042714,1,579
post_g6,-0.11650328383994052,1,579
post_g1,-0.022273948433021384,2,579
post_g2,-0.019800274005792033,2,579
post_g3,0.012432784530169739,2,579
post_g4,-0.033726146886464886,2,579
post_g5,0.1832810002726487,2,579
post_g6,-0.11931977304096816,2,579
post_g1,-0.023490195423942935,1,580
post_g2,-0.021010614960402005,1,580
post_g3,0.0129250143790814,1,580
post_g4,-0.028229822897664965,1,580
post_g5,0.1784348427324721,1,580
post_g6,-0.11629498992952153,1,580
post_g1,-0.02176368273027068,2,580
post_g2,-0.02693795437975572,2,580
post_g3,0.008583965069751735,2,580
post_g4,-0.03491737148742694,2,580
post_g5,0.19091156780116186,2,580
post_g6,-0.11529770297185543,2,580
post_g1,-0.013112944521687472,1,581
post_g2,-0.024179641763057348,1,581
post_g3,0.017202800243282846,1,581
post_g4,-0.030452680181062605,1,581
post_g5,0.16601235999843608,1,581
post_g6,-0.11271847625385106,1,581
post_g1,-0.024307264406325312,2,581
post_g2,-0.023609907696486736,2,581
post_g3,0.014097894864518207,2,581
post_g4,-0.032546735011967254,2,581
post_g5,0.18332589107330927,2,581
post_g6,-0.11640147086530003,2,581
post_g1,-0.02007991555435437,1,582
post_g2,-0.01788944046008431,1,582
post_g3,0.01875581569257619,1,582
post_g4,-0.03531235413715611,1,582
post_g5,0.18559980643490553,1,582
post_g6,-0.1280758317482673,1,582
post_g1,-0.023560413194080036,2,582
post_g2,-0.026982296737838994,2,582
post_g3,0.012846611857475383,2,582
post_g4,-0.03270789398047831,2,582
post_g5,0.1901819261116927,2,582
post_g6,-0.11924219773293146,2,582
post_g1,-0.016874012212886657,1,583
post_g2,-0.02013212279061495,1,583
post_g3,0.015231707910539561,1,583
post_g4,-0.02970925493504025,1,583
post_g5,0.17417159453377148,1,583
post_g6,-0.12012656849438726,1,583
post_g1,-0.024104158651451758,2,583
post_g2,-0.0235576551599634,2,583
post_g3,0.013247457679910604,2,583
post_g4,-0.03319162759726444,2,583
post_g5,0.1831300582444942,2,583
post_g6,-0.11497869250956116,2,583
post_g1,-0.02611676948343354,1,584
post_g2,-0.017146883810192137,1,584
post_g3,0.008124054695813641,1,584
post_g4,-0.031722666352476725,1,584
post_g5,0.18563875368500388,1,584
post_g6,-0.11581545688119231,1,584
post_g1,-0.025277947656386406,2,584
post_g2,-0.021524239608957836,2,584
post_g3,0.01406513198103762,2,584
post_g4,-0.03009372952587408,2,584
post_g5,0.1757038158606965,2,584
post_g6,-0.1123495891189674,2,584
post_g1,-0.016616444208989035,1,585
post_g2,-0.02032233647836335,1,585
post_g3,0.015678590651836452,1,585
post_g4,-0.037871077178494805,1,585
post_g5,0.19224414548626964,1,585
post_g6,-0.12980902469542144,1,585
post_g1,-0.024459147715990025,2,585
post_g2,-0.017594406496005566,2,585
post_g3,0.014291802459981035,2,585
post_g4,-0.034431468127712375,2,585
post_g5,0.18193593212365572,2,585
post_g6,-0.11918688354920548,2,585
post_g1,-0.017603842711711913,1,586
post_g2,-0.0223000862408601,1,586
post_g3,0.012426922101764729,1,586
post_g4,-0.03316125064901073,1,586
post_g5,0.18327214576414447,1,586
post_g6,-0.11975348100779423,1,586
post_g1,-0.02838644066278108,2,586
post_g2,-0.020857318562610076,2,586
post_g3,0.011710707401702231,2,586
post_g4,-0.033282347786827676,2,586
post_g5,0.1851316652703542,2,586
post_g6,-0.11378304663089264,2,586
post_g1,-0.01730686530147435,1,587
post_g2,-0.015403817212014163,1,587
post_g3,0.011202574802705402,1,587
post_g4,-0.03301264851621887,1,587
post_g5,0.17698857932245846,1,587
post_g6,-0.1194467424316728,1,587
post_g1,-0.021024261843220392,2,587
post_g2,-0.02767328485132923,2,587
post_g3,0.006271412504734947,2,587
post_g4,-0.033532687854652424,2,587
post_g5,0.1832740936969562,2,587
post_g6,-0.10674134907657587,2,587
post_g1,-0.018548598426047613,1,588
post_g2,-0.020216872577659733,1,588
post_g3,0.012679121997915606,1,588
post_g4,-0.031176958925505375,1,588
post_g5,0.17434321689518778,1,588
post_g6,-0.11432858135801927,1,588
post_g1,-0.02324794334275753,2,588
post_g2,-0.02115671800962865,2,588
post_g3,0.015533471535252355,2,588
post_g4,-0.033322498436461165,2,588
post_g5,0.18312418608110492,2,588
post_g6,-0.12037118289542612,2,588
post_g1,-0.0199167486066616,1,589
post_g2,-0.022390603012782277,1,589
post_g3,0.011675591375705811,1,589
post_g4,-0.0341078997042579,1,589
post_g5,0.1925165931930054,1,589
post_g6,-0.12484469008484991,1,589
post_g1,-0.02285824034767881,2,589
post_g2,-0.021463551719455888,2,589
post_g3,0.01032089767711599,2,589
post_g4,-0.0351507219634951,2,589
post_g5,0.19271272205134654,2,589
post_g6,-0.12298448089598796,2,589
post_g1,-0.025158981185297264,1,590
post_g2,-0.022941883382335333,1,590
post_g3,0.012895810101914235,1,590
post_g4,-0.03372905336946702,1,590
post_g5,0.18475567565348405,1,590
post_g6,-0.11271056155678336,1,590
post_g1,-0.02477584015571651,2,590
post_g2,-0.02045249958680275,2,590
post_g3,0.00705614280092382,2,590
post_g4,-0.03190247481083672,2,590
post_g5,0.1792057024949376,2,590
post_g6,-0.10856440345803736,2,590
post_g1,-0.01642589164215638,1,591
post_g2,-0.022251979780737244,1,591
post_g3,0.013178763761954237,1,591
post_g4,-0.035538049524124773,1,591
post_g5,0.18319941638577691,1,591
post_g6,-0.11896501483226472,1,591
post_g1,-0.02049470834231859,2,591
post_g2,-0.023391116063218236,2,591
post_g3,0.012170882077356348,2,591
post_g4,-0.035062919794525985,2,591
post_g5,0.18784321726401293,2,591
post_g6,-0.12050362457286516,2,591
post_g1,-0.018095853875587646,1,592
post_g2,-0.02435865250726319,1,592
post_g3,0.011597019918727204,1,592
post_g4,-0.0322614836382909,1,592
post_g5,0.17380179024543402,1,592
post_g6,-0.10783881161924916,1,592
post_g1,-0.021035836205414216,2,592
post_g2,-0.02229116459465421,2,592
post_g3,0.016166083247436146,2,592
post_g4,-0.035088541678496774,2,592
post_g5,0.1835303716795224,2,592
post_g6,-0.12070471460191981,2,592
post_g1,-0.022513418323524638,1,593
post_g2,-0.019425762567188413,1,593
post_g3,0.015472507342960604,1,593
post_g4,-0.032503289274552524,1,593
post_g5,0.18010052443981633,1,593
post_g6,-0.11830937370565064,1,593
post_g1,-0.021046692319304092,2,593
post_g2,-0.022445358794204263,2,593
post_g3,0.01572287857218118,2,593
post_g4,-0.03228762233743589,2,593
post_g5,0.17329021991549437,2,593
post_g6,-0.11270105405804959,2,593
post_g1,-0.020215837813411543,1,594
post_g2,-0.02380115455251424,1,594
post_g3,0.012560692035869386,1,594
post_g4,-0.02959131541984393,1,594
post_g5,0.1731594940648304,1,594
post_g6,-0.10949332421813258,1,594
post_g1,-0.020924041897701938,2,594
post_g2,-0.021020744847064614,2,594
post_g3,0.016153497150101125,2,594
post_g4,-0.03489415466471317,2,594
post_g5,0.18083593656433777,2,594
post_g6,-0.11954150130308294,2,594
post_g1,-0.018208652364798288,1,595
post_g2,-0.02258687245251903,1,595
post_g3,0.008816297772125059,1,595
post_g4,-0.03242760520523209,1,595
post_g5,0.17994033374995327,1,595
post_g6,-0.11263253098337991,1,595
post_g1,-0.02901943755733271,2,595
post_g2,-0.022470720815200785,2,595
post_g3,0.007523318302347214,2,595
post_g4,-0.033357175876369466,2,595
post_g5,0.19095720610729885,2,595
post_g6,-0.11307821455785491,2,595
post_g1,-0.018240723892669633,1,596
post_g2,-0.021517740408108353,1,596
post_g3,0.013958400981123944,1,596
post_g4,-0.032830963106482106,1,596
post_g5,0.17561562218697535,1,596
post_g6,-0.11390826058994882,1,596
post_g1,-0.02610537383425281,2,596
post_g2,-0.018858484971654106,2,596
post_g3,0.006837787309358773,2,596
post_g4,-0.032213608964208745,2,596
post_g5,0.1911694540534154,2,596
post_g6,-0.12030055830629852,2,596
post_g1,-0.018421017572727495,1,597
post_g2,-0.018729681779458357,1,597
post_g3,0.014263120312769908,1,597
post_g4,-0.033766158743668645,1,597
post_g5,0.17887309007368518,1,597
post_g6,-0.11895320852823915,1,597
post_g1,-0.027610379320171193,2,597
post_g2,-0.023065321575733065,2,597
post_g3,0.006367105496475479,2,597
post_g4,-0.03416529001881459,2,597
post_g5,0.19200341226598233,2,597
post_g6,-0.11295874589897696,2,597
post_g1,-0.020065840710974052,1,598
post_g2,-0.026811595354423328,1,598
post_g3,0.009685881938319041,1,598
post_g4,-0.03268584645725683,1,598
post_g5,0.18719102030946466,1,598
post_g6,-0.11456814419589084,1,598
post_g1,-0.02146184421023531,2,598
post_g2,-0.0233465928487372,2,598
post_g3,0.015520004494913132,2,598
post_g4,-0.029274659481215312,2,598
post_g5,0.17326178155907673,2,598
post_g6,-0.1141952083540004,2,598
post_g1,-0.01737762611805217,1,599
post_g2,-0.01930026697001213,1,599
post_g3,0.005161878851876924,1,599
post_g4,-0.032630945225226624,1,599
post_g5,0.19102717871606775,1,599
post_g6,-0.12391945858097275,1,599
post_g1,-0.024537138507053368,2,599
post_g2,-0.021135591076835585,2,599
post_g3,0.014088379298465264,2,599
post_g4,-0.0316884685655174,2,599
post_g5,0.18148014370269117,2,599
post_g6,-0.1176910307407445,2,599
post_g1,-0.02475421614923936,1,600
post_g2,-0.022552717757822905,1,600
post_g3,0.011643693509463909,1,600
post_g4,-0.03112254960650837,1,600
post_g5,0.18499600918857012,1,600
post_g6,-0.11551732049151538,1,600
post_g1,-0.027431498476954346,2,600
post_g2,-0.024239550340558445,2,600
post_g3,0.0072922012537764026,2,600
post_g4,-0.03155703708804654,2,600
post_g5,0.189738013119611,2,600
post_g6,-0.11327625154890257,2,600
post_g1,-0.021649557382835583,1,601
post_g2,-0.023168943692616302,1,601
post_g3,0.013591553369187777,1,601
post_g4,-0.02987011225402343,1,601
post_g5,0.17850491655716155,1,601
post_g6,-0.11494215349005993,1,601
post_g1,-0.021552884337254916,2,601
post_g2,-0.018522634559420867,2,601
post_g3,0.012867280378235837,2,601
post_g4,-0.03486972840410968,2,601
post_g5,0.1894156232230032,2,601
post_g6,-0.1267526719231306,2,601
post_g1,-0.020456338149244337,1,602
post_g2,-0.02240594256303769,1,602
post_g3,0.0077654022702165725,1,602
post_g4,-0.03723755283751585,1,602
post_g5,0.19703332610948485,1,602
post_g6,-0.12148481692775656,1,602
post_g1,-0.021885553960776644,2,602
post_g2,-0.02116940270681155,2,602
post_g3,0.010199337182544406,2,602
post_g4,-0.03355499602836596,2,602
post_g5,0.18610842199606664,2,602
post_g6,-0.11913696655656211,2,602
post_g1,-0.020665980477849517,1,603
post_g2,-0.01984682515002069,1,603
post_g3,0.00879912424219221,1,603
post_g4,-0.03239112096263576,1,603
post_g5,0.18120749602603226,1,603
post_g6,-0.11415271710721339,1,603
post_g1,-0.02111314854197112,2,603
post_g2,-0.022522503371189245,2,603
post_g3,0.01390169906555747,2,603
post_g4,-0.034221863396074824,2,603
post_g5,0.18637906690050132,2,603
post_g6,-0.12184912073262597,2,603
post_g1,-0.017304145153385776,1,604
post_g2,-0.022262781056677564,1,604
post_g3,0.005892481883954586,1,604
post_g4,-0.03235916449429718,1,604
post_g5,0.18136104872155945,1,604
post_g6,-0.11237619226273197,1,604
post_g1,-0.023137640674361866,2,604
post_g2,-0.02288701095800365,2,604
post_g3,0.013948615952909707,2,604
post_g4,-0.03296994300719995,2,604
post_g5,0.17934024012131206,2,604
post_g6,-0.11374495489040107,2,604
post_g1,-0.01724479711017892,1,605
post_g2,-0.016161290135654316,1,605
post_g3,0.00978914557597069,1,605
post_g4,-0.03350988487036166,1,605
post_g5,0.1822982456489139,1,605
post_g6,-0.12208394378645332,1,605
post_g1,-0.02618427923501798,2,605
post_g2,-0.015503000121177404,2,605
post_g3,0.009066866439186765,2,605
post_g4,-0.033644610178547134,2,605
post_g5,0.1874884770321788,2,605
post_g6,-0.12063177225235933,2,605
post_g1,-0.020392307655496343,1,606
post_g2,-0.02182618688800487,1,606
post_g3,0.006338215878278722,1,606
post_g4,-0.03369132275808924,1,606
post_g5,0.18548279322523228,1,606
post_g6,-0.11281104287765253,1,606
post_g1,-0.02387876766259718,2,606
post_g2,-0.022257744012143317,2,606
post_g3,0.006162016152797597,2,606
post_g4,-0.035312256935006454,2,606
post_g5,0.1883537600850753,2,606
post_g6,-0.11245300929655164,2,606
post_g1,-0.015041026694615104,1,607
post_g2,-0.021083140862255788,1,607
post_g3,0.008934302130364804,1,607
post_g4,-0.03391894980603177,1,607
post_g5,0.1811102130467469,1,607
post_g6,-0.1169416151009253,1,607
post_g1,-0.02268702799126995,2,607
post_g2,-0.01966959842640996,2,607
post_g3,0.009381216786216968,2,607
post_g4,-0.032716741717637526,2,607
post_g5,0.18840133263515058,2,607
post_g6,-0.12217788215202467,2,607
post_g1,-0.021537730863851256,1,608
post_g2,-0.01928937268086696,1,608
post_g3,0.012332676721451498,1,608
post_g4,-0.0302867120829619,1,608
post_g5,0.1804015278461928,1,608
post_g6,-0.11914902145603758,1,608
post_g1,-0.02411016775876423,2,608
post_g2,-0.021196980595607835,2,608
post_g3,0.006452578877785108,2,608
post_g4,-0.035097366536963076,2,608
post_g5,0.18756142214042087,2,608
post_g6,-0.11298174054064886,2,608
post_g1,-0.018595335610797993,1,609
post_g2,-0.018765232068108643,1,609
post_g3,0.010316953362607927,1,609
post_g4,-0.03177150922946759,1,609
post_g5,0.17950038672329055,1,609
post_g6,-0.11780434567554833,1,609
post_g1,-0.017746553430261422,2,609
post_g2,-0.025598003521048112,2,609
post_g3,0.011704464874278814,2,609
post_g4,-0.030115027191940806,2,609
post_g5,0.172277182736072,2,609
post_g6,-0.11001498991765171,2,609
post_g1,-0.018673510281847473,1,610
post_g2,-0.018054834714300052,1,610
post_g3,0.011305538945329017,1,610
post_g4,-0.03305288921655578,1,610
post_g5,0.17863240386767226,1,610
post_g6,-0.11714105291954571,1,610
post_g1,-0.027452260673029125,2,610
post_g2,-0.02234596917825444,2,610
post_g3,0.009222318646662024,2,610
post_g4,-0.03442763917456666,2,610
post_g5,0.1954770618802577,2,610
post_g6,-0.11994706997114107,2,610
post_g1,-0.018268319966733084,1,611
post_g2,-0.01791822671832335,1,611
post_g3,0.013014088129640871,1,611
post_g4,-0.031963473893142275,1,611
post_g5,0.1770857887918346,1,611
post_g6,-0.11919605163606949,1,611
post_g1,-0.024921098342647295,2,611
post_g2,-0.02199650590374095,2,611
post_g3,0.01471067538343069,2,611
post_g4,-0.0352168858706436,2,611
post_g5,0.18600017093356508,2,611
post_g6,-0.1179844701696449,2,611
post_g1,-0.019837310101420563,1,612
post_g2,-0.01952456543173369,1,612
post_g3,0.014070763179687897,1,612
post_g4,-0.03125524679397672,1,612
post_g5,0.1811300081468028,1,612
post_g6,-0.1218874555722029,1,612
post_g1,-0.023912451470631795,2,612
post_g2,-0.02062734844587421,2,612
post_g3,0.005176414575909534,2,612
post_g4,-0.036543407734594247,2,612
post_g5,0.19322243008855738,2,612
post_g6,-0.1166901423673876,2,612
post_g1,-0.01566428186478508,1,613
post_g2,-0.025005762542515762,1,613
post_g3,0.009944801044369924,1,613
post_g4,-0.030827055152490727,1,613
post_g5,0.17667150312383695,1,613
post_g6,-0.11227354643644175,1,613
post_g1,-0.0191518157129321,2,613
post_g2,-0.022814571572067878,2,613
post_g3,0.005663057699151135,2,613
post_g4,-0.03398767248546189,2,613
post_g5,0.18606461259933332,2,613
post_g6,-0.11518864189111316,2,613
post_g1,-0.023461559204776567,1,614
post_g2,-0.025675699459680887,1,614
post_g3,0.005512694484369134,1,614
post_g4,-0.03279453563343378,1,614
post_g5,0.1873654384330181,1,614
post_g6,-0.10797692868065586,1,614
post_g1,-0.023066858159334656,2,614
post_g2,-0.024103144965805068,2,614
post_g3,0.014464352870418194,2,614
post_g4,-0.03493668425367739,2,614
post_g5,0.18440834144753526,2,614
post_g6,-0.11617296879026429,2,614
post_g1,-0.02462226014712826,1,615
post_g2,-0.015104168919191405,1,615
post_g3,0.011113844560308304,1,615
post_g4,-0.032131892212799454,1,615
post_g5,0.18382643854649555,1,615
post_g6,-0.12005543929039061,1,615
post_g1,-0.028326278185186876,2,615
post_g2,-0.020096012835094858,2,615
post_g3,0.015270536349014843,2,615
post_g4,-0.034819403027400234,2,615
post_g5,0.1885774586183117,2,615
post_g6,-0.12003928554741851,2,615
post_g1,-0.02514485228500792,1,616
post_g2,-0.020082139598360194,1,616
post_g3,0.012394893521312157,1,616
post_g4,-0.031173907988728287,1,616
post_g5,0.18653871908522793,1,616
post_g6,-0.11990854136985644,1,616
post_g1,-0.01975509860293488,2,616
post_g2,-0.024806832302644306,2,616
post_g3,0.0063593833383582075,2,616
post_g4,-0.035950078768781285,2,616
post_g5,0.19517262391769669,2,616
post_g6,-0.12040892991486385,2,616
post_g1,-0.017508499822981593,1,617
post_g2,-0.021569885182177846,1,617
post_g3,0.007005608279043146,1,617
post_g4,-0.03118218996087472,1,617
post_g5,0.1744764652022495,1,617
post_g6,-0.10830466037557196,1,617
post_g1,-0.022662685479863165,2,617
post_g2,-0.01772166893474678,2,617
post_g3,0.011222837980142175,2,617
post_g4,-0.03200448968812883,2,617
post_g5,0.17872735409751228,2,617
post_g6,-0.11701212157602134,2,617
post_g1,-0.019943381536698564,1,618
post_g2,-0.018612199374801554,1,618
post_g3,0.008901403491972371,1,618
post_g4,-0.03099880048198097,1,618
post_g5,0.1793775694866519,1,618
post_g6,-0.11578747590188843,1,618
post_g1,-0.0260030185349251,2,618
post_g2,-0.017361724893652133,2,618
post_g3,0.01471744820238334,2,618
post_g4,-0.030857527167507566,2,618
post_g5,0.1775221488810639,2,618
post_g6,-0.11751350984868698,2,618
post_g1,-0.017585662488120664,1,619
post_g2,-0.02279412951586708,1,619
post_g3,0.01074474989293903,1,619
post_g4,-0.035798171535134427,1,619
post_g5,0.18769598664590614,1,619
post_g6,-0.1190448624157714,1,619
post_g1,-0.029165953639494875,2,619
post_g2,-0.025802174425371485,2,619
post_g3,0.007998281607738644,2,619
post_g4,-0.03467333658730372,2,619
post_g5,0.19863239193838486,2,619
post_g6,-0.11643341261812565,2,619
post_g1,-0.015163650305884298,1,620
post_g2,-0.02469270192079398,1,620
post_g3,0.012134974679249292,1,620
post_g4,-0.02864391100431017,1,620
post_g5,0.17017676134373394,1,620
post_g6,-0.11133283458441623,1,620
post_g1,-0.014637745891148834,2,620
post_g2,-0.018976058703621485,2,620
post_g3,0.010526529497764767,2,620
post_g4,-0.03727008689847265,2,620
post_g5,0.1770302406906104,2,620
post_g6,-0.11602651996838925,2,620
post_g1,-0.020945177301234824,1,621
post_g2,-0.023202424036376353,1,621
post_g3,0.009249000499250752,1,621
post_g4,-0.03210380212221155,1,621
post_g5,0.18553316362715452,1,621
post_g6,-0.11587055923481823,1,621
post_g1,-0.028327157448528734,2,621
post_g2,-0.017557829377835517,2,621
post_g3,0.008441834956524574,2,621
post_g4,-0.03251187557769529,2,621
post_g5,0.18882952025618405,2,621
post_g6,-0.11831446043674351,2,621
post_g1,-0.021879014037327567,1,622
post_g2,-0.01744961259007794,1,622
post_g3,0.013178642613386145,1,622
post_g4,-0.03204129197379274,1,622
post_g5,0.18511252640366485,1,622
post_g6,-0.12420833744824819,1,622
post_g1,-0.02477350760006041,2,622
post_g2,-0.021660050453858205,2,622
post_g3,0.010955018425868822,2,622
post_g4,-0.03489738380583405,2,622
post_g5,0.19071570573249574,2,622
post_g6,-0.11976682007228662,2,622
post_g1,-0.02296815008753631,1,623
post_g2,-0.022397726208090735,1,623
post_g3,0.014396303293831798,1,623
post_g4,-0.030335631842750538,1,623
post_g5,0.17913582408316375,1,623
post_g6,-0.115181814493393,1,623
post_g1,-0.021171922687538404,2,623
post_g2,-0.02368170956223973,2,623
post_g3,0.005333179402205187,2,623
post_g4,-0.029837898637045,2,623
post_g5,0.17524530081707623,2,623
post_g6,-0.10537648186430752,2,623
post_g1,-0.02184362473827653,1,624
post_g2,-0.019596558670439156,1,624
post_g3,0.014024210134452242,1,624
post_g4,-0.03157091442351293,1,624
post_g5,0.1811370281748509,1,624
post_g6,-0.1193779718168767,1,624
post_g1,-0.02072794287442593,2,624
post_g2,-0.021188987580651453,2,624
post_g3,0.011654258341734506,2,624
post_g4,-0.03673326514856168,2,624
post_g5,0.19016585812799777,2,624
post_g6,-0.12252885497124966,2,624
post_g1,-0.025254269614267577,1,625
post_g2,-0.022324830689390215,1,625
post_g3,0.008348364780576784,1,625
post_g4,-0.03488470784182639,1,625
post_g5,0.1984998316905213,1,625
post_g6,-0.12134833543730877,1,625
post_g1,-0.026906581614855256,2,625
post_g2,-0.020246693464279986,2,625
post_g3,0.01384478870006209,2,625
post_g4,-0.034589811196023765,2,625
post_g5,0.18775645539439526,2,625
post_g6,-0.11929277086940185,2,625
post_g1,-0.022036444734745142,1,626
post_g2,-0.020419756089799953,1,626
post_g3,0.010028954686698262,1,626
post_g4,-0.032509948051204315,1,626
post_g5,0.18913796152291126,1,626
post_g6,-0.12117006800549887,1,626
post_g1,-0.024148462649055485,2,626
post_g2,-0.022679819420464375,2,626
post_g3,0.01088200587410566,2,626
post_g4,-0.03451421439500779,2,626
post_g5,0.19381129044014764,2,626
post_g6,-0.12280172301957781,2,626
post_g1,-0.021978926262546425,1,627
post_g2,-0.02390674484807079,1,627
post_g3,0.013185006620762638,1,627
post_g4,-0.032087432733879984,1,627
post_g5,0.1799903432099272,1,627
post_g6,-0.1124088762937088,1,627
post_g1,-0.020488165802276852,2,627
post_g2,-0.02370534827973155,2,627
post_g3,0.013899383723491187,2,627
post_g4,-0.0351431899056301,2,627
post_g5,0.1868429494095098,2,627
post_g6,-0.12083973858218197,2,627
post_g1,-0.021268500438343597,1,628
post_g2,-0.016491222285566765,1,628
post_g3,0.007406846189897174,1,628
post_g4,-0.034556274436629036,1,628
post_g5,0.19672473655842926,1,628
post_g6,-0.12890337601955287,1,628
post_g1,-0.022617306654347667,2,628
post_g2,-0.018026623416437012,2,628
post_g3,0.010193678593293808,2,628
post_g4,-0.035741021898089836,2,628
post_g5,0.19205126703868053,2,628
post_g6,-0.12522850860599088,2,628
post_g1,-0.02045920778319663,1,629
post_g2,-0.01840325100781902,1,629
post_g3,0.01898940332652783,1,629
post_g4,-0.030137908743868416,1,629
post_g5,0.17068839603352193,1,629
post_g6,-0.11794565849552674,1,629
post_g1,-0.023220395937758178,2,629
post_g2,-0.01925267943844213,2,629
post_g3,0.009979682736257406,2,629
post_g4,-0.03469833915064134,2,629
post_g5,0.18330119379561305,2,629
post_g6,-0.11553171700004326,2,629
post_g1,-0.018747006538475827,1,630
post_g2,-0.01754400093773661,1,630
post_g3,0.011022048335996189,1,630
post_g4,-0.029916184613261003,1,630
post_g5,0.1725145134608963,1,630
post_g6,-0.11467764270100445,1,630
post_g1,-0.021464423724943206,2,630
post_g2,-0.01984714216056176,2,630
post_g3,0.011550589107376897,2,630
post_g4,-0.03333516248421662,2,630
post_g5,0.18071518869148234,2,630
post_g6,-0.11706813799155116,2,630
post_g1,-0.023183093530819675,1,631
post_g2,-0.01622086119278504,1,631
post_g3,0.01138955836279178,1,631
post_g4,-0.030146367462658752,1,631
post_g5,0.18393107058918629,1,631
post_g6,-0.12335063176349931,1,631
post_g1,-0.02125168918126647,2,631
post_g2,-0.02103798661563674,2,631
post_g3,0.012841464265376908,2,631
post_g4,-0.036224417834873415,2,631
post_g5,0.19046212780203525,2,631
post_g6,-0.12420431393205364,2,631
post_g1,-0.020157787337818468,1,632
post_g2,-0.017007354696275883,1,632
post_g3,0.018381288446503476,1,632
post_g4,-0.03453620199217074,1,632
post_g5,0.18890666632174127,1,632
post_g6,-0.13280591151602703,1,632
post_g1,-0.023697556236399957,2,632
post_g2,-0.020373940663625127,2,632
post_g3,0.014862435066416086,2,632
post_g4,-0.035296467939517656,2,632
post_g5,0.188013088098076,2,632
post_g6,-0.12294299231058689,2,632
post_g1,-0.0216404797129124,1,633
post_g2,-0.023663914385169592,1,633
post_g3,0.008486175764368144,1,633
post_g4,-0.03168625773117836,1,633
post_g5,0.18856213710577488,1,633
post_g6,-0.11732176443339921,1,633
post_g1,-0.025491502592191143,2,633
post_g2,-0.02498607712819499,2,633
post_g3,0.01131397287482274,2,633
post_g4,-0.034269087826640246,2,633
post_g5,0.18610015672100455,2,633
post_g6,-0.11212434702988944,2,633
post_g1,-0.022192917289239278,1,634
post_g2,-0.021727240967866667,1,634
post_g3,0.0035992485262790236,1,634
post_g4,-0.032359888207637605,1,634
post_g5,0.1845222972828236,1,634
post_g6,-0.10885910233335165,1,634
post_g1,-0.025184793008882482,2,634
post_g2,-0.022679221417430756,2,634
post_g3,0.00048315171766255083,2,634
post_g4,-0.034229208280321034,2,634
post_g5,0.19098492984721618,2,634
post_g6,-0.1087971931517272,2,634
post_g1,-0.021224063716453363,1,635
post_g2,-0.023761124315297817,1,635
post_g3,0.01320916618234829,1,635
post_g4,-0.031675528546693005,1,635
post_g5,0.17853619081566086,1,635
post_g6,-0.11236635420042468,1,635
post_g1,-0.021549560755831518,2,635
post_g2,-0.02079458922871258,2,635
post_g3,0.006255213087337301,2,635
post_g4,-0.032402863456601726,2,635
post_g5,0.18901373372059765,2,635
post_g6,-0.1199867900697383,2,635
