term,coef,scenario,draw
post_g4,0.03189178352507447,2,186
post_g5,0.01181477676314515,2,186
post_g6,-0.041626185745021485,2,186
post_g1,-0.017968254756001167,1,187
post_g2,-0.0034556788779898425,1,187
post_g3,-0.0048052362848563825,1,187
post_g4,0.02594174338856982,1,187
post_g5,0.006037337127818128,1,187
post_g6,0.024382017331315623,1,187
post_g1,-0.016194220885388542,2,187
post_g2,0.004844859989162682,2,187
post_g3,7.467548318365706e-06,2,187
post_g4,0.025879180535608715,2,187
post_g5,0.0036432927066111223,2,187
post_g6,-0.012427079588769319,2,187
post_g1,-0.0028550896456543996,1,188
post_g2,-0.003476972630857873,1,188
post_g3,-0.002169651419489955,1,188
post_g4,0.024077081647870847,1,188
post_g5,-0.004470039734477021,1,188
post_g6,0.01877326740508074,1,188
post_g1,-0.004057862690923838,2,188
post_g2,0.0071710299504442535,2,188
post_g3,0.0029166673654827243,2,188
post_g4,0.024096525289604598,2,188
post_g5,-0.005228941434245373,2,188
post_g6,-0.01914473682992563,2,188
post_g1,-0.010868457146486694,1,189
post_g2,0.012306535430323503,1,189
post_g3,-0.00663847905061588,1,189
post_g4,0.0270674201120482,1,189
post_g5,-0.006311774263956272,1,189
post_g6,0.013775554158340673,1,189
post_g1,-0.014391247883476711,2,189
post_g2,0.024150100676759365,2,189
post_g3,-0.002931673835329437,2,189
post_g4,0.026886191922711994,2,189
post_g5,-0.006359256446968111,2,189
post_g6,-0.021694585173957788,2,189
post_g1,-0.008078948415827084,1,190
post_g2,0.004621968698037023,1,190
post_g3,0.0009839199186431051,1,190
post_g4,0.023213077946982033,1,190
post_g5,0.0007908313277095447,1,190
post_g6,0.009643586280363155,1,190
post_g1,-0.009850593038844505,2,190
post_g2,0.014453506434077862,2,190
post_g3,0.005918470844917928,2,190
post_g4,0.022725160722227748,2,190
post_g5,-0.00015276076102919007,2,190
post_g6,-0.027102117060433997,2,190
post_g1,-0.013916529908902818,1,191
post_g2,-0.01897617200494647,1,191
post_g3,0.001368801638566325,1,191
post_g4,0.021886672348117246,1,191
post_g5,0.007101210493030552,1,191
post_g6,0.028071960981050595,1,191
post_g1,-0.017584063731024533,2,191
post_g2,-0.0095837256916282,2,191
post_g3,0.009548292090630028,2,191
post_g4,0.021572199605402926,2,191
post_g5,0.007133889358917486,2,191
post_g6,-0.006155556910039363,2,191
post_g1,0.0005477122793416171,1,192
post_g2,-0.0014451885780702462,1,192
post_g3,0.005684920608301735,1,192
post_g4,0.0277815922580161,1,192
post_g5,0.0066139561487200405,1,192
post_g6,-0.013195374534663589,1,192
post_g1,-0.0021098857727759497,2,192
post_g2,0.005385623903197792,2,192
post_g3,0.013984276369399626,2,192
post_g4,0.027343548790088663,2,192
post_g5,0.0071233060118854625,2,192
post_g6,-0.04671189207174522,2,192
post_g1,-0.007989997386086693,1,193
post_g2,0.01498300298868097,1,193
post_g3,0.0017418948010243741,1,193
post_g4,0.021619194745907126,1,193
post_g5,0.008022888172227741,1,193
post_g6,-0.012707117544528364,1,193
post_g1,-0.012029963163789334,2,193
post_g2,0.02583964758275658,2,193
post_g3,0.008020101127582765,2,193
post_g4,0.021422331073357552,2,193
post_g5,0.005484414241169038,2,193
post_g6,-0.043780358926302,2,193
post_g1,-0.01986290910838507,1,194
post_g2,-0.005836205436895102,1,194
post_g3,-0.003474973384451595,1,194
post_g4,0.022667075043909753,1,194
post_g5,0.022050426350699304,1,194
post_g6,0.016529104373623947,1,194
post_g1,-0.020288418897537446,2,194
post_g2,0.0025372015749964383,2,194
post_g3,0.0031561271777682245,2,194
post_g4,0.02303174759912962,2,194
post_g5,0.022377546867054843,2,194
post_g6,-0.02467165484067302,2,194
post_g1,-0.01249496774574178,1,195
post_g2,-0.00500435512605529,1,195
post_g3,-0.0010102344579922856,1,195
post_g4,0.02440977099995968,1,195
post_g5,0.00918213919801895,1,195
post_g6,0.014144560219792445,1,195
post_g1,-0.0161928301791055,2,195
post_g2,0.0060402749422299225,2,195
post_g3,0.0038821553123458705,2,195
post_g4,0.024137157404913484,2,195
post_g5,0.0087693813871683,2,195
post_g6,-0.021005136679794856,2,195
post_g1,0.004272559768470333,1,196
post_g2,0.001167589636547906,1,196
post_g3,0.006062085749640755,1,196
post_g4,0.025498476657756335,1,196
post_g5,0.0035737715913857276,1,196
post_g6,-0.011706330940044394,1,196
post_g1,0.003939406303329494,2,196
post_g2,0.012414985135942351,2,196
post_g3,0.010751086661087131,2,196
post_g4,0.02594481600925263,2,196
post_g5,0.003970966396612112,2,196
post_g6,-0.05145075593724401,2,196
post_g1,-0.01075690909951353,1,197
post_g2,-0.00834650835095899,1,197
post_g3,-0.003133333451500491,1,197
post_g4,0.02688942880444242,1,197
post_g5,-0.005984032354840369,1,197
post_g6,0.03193913653112837,1,197
post_g1,-0.011057055339511844,2,197
post_g2,-0.0017273128114468055,2,197
post_g3,0.004091406729103051,2,197
post_g4,0.02732771376363903,2,197
post_g5,-0.005579555808167052,2,197
post_g6,-0.007214622558172764,2,197
post_g1,-0.01706330665207351,1,198
post_g2,0.004872370215874344,1,198
post_g3,-0.005576784925349739,1,198
post_g4,0.027623995119364846,1,198
post_g5,0.011775390946711853,1,198
post_g6,0.01095363438773194,1,198
post_g1,-0.019583351066417464,2,198
post_g2,0.015638630602874532,2,198
post_g3,0.001104000330910378,2,198
post_g4,0.027531595645223922,2,198
post_g5,0.011548260679596373,2,198
post_g6,-0.029986393972878597,2,198
post_g1,-0.0034032428159305756,1,199
post_g2,-0.007790467458864617,1,199
post_g3,-0.0009066883947717842,1,199
post_g4,0.023377679111682793,1,199
post_g5,-0.0026683294609490035,1,199
post_g6,0.019899253000215847,1,199
post_g1,-0.006490847159102059,2,199
post_g2,0.0013886919794158844,2,199
post_g3,0.004518592826566352,2,199
post_g4,0.023510002758146922,2,199
post_g5,-0.0026995551118620836,2,199
post_g6,-0.014761716264757934,2,199
post_g1,-0.011000025374703102,1,200
post_g2,-0.007976003104091871,1,200
post_g3,-0.004850464023192684,1,200
post_g4,0.02574228000457894,1,200
post_g5,0.010102757793350887,1,200
post_g6,0.022028700631767012,1,200
post_g1,-0.01184881512940734,2,200
post_g2,0.0014936643199431755,2,200
post_g3,0.0009803926616445242,2,200
post_g4,0.02551491127624267,2,200
post_g5,0.008167665281995095,2,200
post_g6,-0.017821717856040465,2,200
post_g1,-0.015353625036382563,1,201
post_g2,-0.008946727531774857,1,201
post_g3,0.0054517310210494925,1,201
post_g4,0.022221324379213654,1,201
post_g5,0.0026875407229589605,1,201
post_g6,0.02044919161392431,1,201
post_g1,-0.018968787915114506,2,201
post_g2,-0.0025050154743819766,2,201
post_g3,0.011404514154327125,2,201
post_g4,0.02216820740933903,2,201
post_g5,0.0033139416285741883,2,201
post_g6,-0.010322363097255932,2,201
post_g1,-0.011045131641254893,1,202
post_g2,-0.0015490977667318964,1,202
post_g3,0.000274497200551138,1,202
post_g4,0.02570389109531633,1,202
post_g5,0.007119019246217705,1,202
post_g6,0.010208587783102538,1,202
post_g1,-0.015273479613043109,2,202
post_g2,0.0077652019201153,2,202
post_g3,0.006246852224662701,2,202
post_g4,0.0254368204283867,2,202
post_g5,0.007229199914741429,2,202
post_g6,-0.02548844271348523,2,202
post_g1,-0.010216238520111505,1,203
post_g2,-0.00351619213830653,1,203
post_g3,-0.003072320934995645,1,203
post_g4,0.02302838559988172,1,203
post_g5,0.0032113750648522263,1,203
post_g6,0.019649564947898157,1,203
post_g1,-0.011586940909845387,2,203
post_g2,0.006038463922593559,2,203
post_g3,0.005133799387576683,2,203
post_g4,0.02325862384724016,2,203
post_g5,0.002733867799493787,2,203
post_g6,-0.019992173305947904,2,203
post_g1,-0.003702237145275473,1,204
post_g2,0.0078029963222915055,1,204
post_g3,-8.398181317140408e-05,1,204
post_g4,0.025025436918494008,1,204
post_g5,-0.006148123481539986,1,204
post_g6,0.011578034609947396,1,204
post_g1,-0.006560933942545859,2,204
post_g2,0.015779823242079688,2,204
post_g3,0.008360222639037473,2,204
post_g4,0.025460691618661314,2,204
post_g5,-0.007423028091330271,2,204
post_g6,-0.029044306436455104,2,204
post_g1,-0.02058302450232173,1,205
post_g2,-0.016465437140328335,1,205
post_g3,-0.0060180862693870775,1,205
post_g4,0.02175596572816732,1,205
post_g5,-0.0021882259445939766,1,205
post_g6,0.048885560447404025,1,205
post_g1,-0.02006539890320376,2,205
post_g2,-0.009305740019403038,2,205
post_g3,-0.00039239014501819814,2,205
post_g4,0.02193853888582322,2,205
post_g5,-0.002915195105548398,2,205
post_g6,0.015580390418400664,2,205
post_g1,-0.014434748482259693,1,206
post_g2,-0.001106671592433596,1,206
post_g3,-0.00013964591135719157,1,206
post_g4,0.01827339509133426,1,206
post_g5,0.007071674333336596,1,206
post_g6,0.010777145813054192,1,206
post_g1,-0.01634168236089443,2,206
post_g2,0.007844049172748143,2,206
post_g3,0.007719183561279543,2,206
post_g4,0.018079921695282962,2,206
post_g5,0.007175953835181385,2,206
post_g6,-0.0205386859346774,2,206
post_g1,-0.01691089858468097,1,207
post_g2,-0.001981264643462064,1,207
post_g3,-0.012182052046704438,1,207
post_g4,0.025344975413745207,1,207
post_g5,0.01354600333705525,1,207
post_g6,0.023098998729090846,1,207
post_g1,-0.01868177794032285,2,207
post_g2,0.006563478999895093,2,207
post_g3,-0.005420874907780227,2,207
post_g4,0.025692398429607494,2,207
post_g5,0.014541848269416057,2,207
post_g6,-0.016780429737408207,2,207
post_g1,-0.008033146366076466,1,208
post_g2,-0.00022076435430324186,1,208
post_g3,-0.003687007143667942,1,208
post_g4,0.02649276939019162,1,208
post_g5,0.00804425930389246,1,208
post_g6,0.009637947278699224,1,208
post_g1,-0.011806255321986914,2,208
post_g2,0.006784675792177036,2,208
post_g3,0.003531877864074606,2,208
post_g4,0.026547119058703248,2,208
post_g5,0.0074940769393771825,2,208
post_g6,-0.026389561106184022,2,208
post_g1,-0.0023430921395100604,1,209
post_g2,0.0024227474587565556,1,209
post_g3,-0.003018639363533705,1,209
post_g4,0.0281423387571569,1,209
post_g5,0.004597451446241454,1,209
post_g6,0.00219249664935111,1,209
post_g1,-0.006102200495494125,2,209
post_g2,0.009371792506091398,2,209
post_g3,0.00252858727796099,2,209
post_g4,0.028084259586728354,2,209
post_g5,0.004754916919278045,2,209
post_g6,-0.03250141106590693,2,209
post_g1,0.006879523774613478,1,210
post_g2,-0.006829146762416336,1,210
post_g3,-0.00012421418055999278,1,210
post_g4,0.02270584044109291,1,210
post_g5,0.0017970674000149828,1,210
post_g6,0.0053936714870771035,1,210
post_g1,0.006499917534930507,2,210
post_g2,0.001378829006101855,2,210
post_g3,0.004851861664866116,2,210
post_g4,0.02243693419795801,2,210
post_g5,0.001730671815917577,2,210
post_g6,-0.031166187772257076,2,210
post_g1,-0.0195638392921768,1,211
post_g2,0.0016561453083221225,1,211
post_g3,-0.0023836124881905247,1,211
post_g4,0.018590377915167527,1,211
post_g5,0.011369303979912601,1,211
post_g6,0.017501337762773177,1,211
post_g1,-0.023403970881649392,2,211
post_g2,0.012450403089574343,2,211
post_g3,0.003903446980177255,2,211
post_g4,0.018420251106805157,2,211
post_g5,0.013535952154404726,2,211
post_g6,-0.019638682182579845,2,211
post_g1,-0.008292456751488904,1,212
post_g2,-0.0066395410645883075,1,212
post_g3,-0.002614403986709453,1,212
post_g4,0.023046380719564667,1,212
post_g5,0.0031627009279938363,1,212
post_g6,0.016108024651327824,1,212
post_g1,-0.010215926964927987,2,212
post_g2,0.0018359632036261718,2,212
post_g3,0.003576747719541944,2,212
post_g4,0.023837247141250024,2,212
post_g5,0.0037524865171232992,2,212
post_g6,-0.01803261698085057,2,212
post_g1,-0.006738463769266998,1,213
post_g2,-0.0002105487211910874,1,213
post_g3,-0.006610100825103064,1,213
post_g4,0.025454024688842627,1,213
post_g5,0.008978694117822806,1,213
post_g6,0.006119484048970532,1,213
post_g1,-0.006287234994228157,2,213
post_g2,0.007854243325550223,2,213
post_g3,-0.003448454608500873,2,213
post_g4,0.02543285835565977,2,213
post_g5,0.00994802320759133,2,213
post_g6,-0.028310749899364853,2,213
post_g1,-0.02658916689542455,1,214
post_g2,-0.0028236279473799215,1,214
post_g3,0.0027410457175894368,1,214
post_g4,0.024893019988908513,1,214
post_g5,0.0008396632332550264,1,214
post_g6,0.030973811461601403,1,214
post_g1,-0.02821460324202256,2,214
post_g2,0.005520546925910563,2,214
post_g3,0.007062506945231367,2,214
post_g4,0.024956678148357003,2,214
post_g5,0.00206784783669968,2,214
post_g6,-0.005631798322071351,2,214
post_g1,-0.012879061480291871,1,215
post_g2,0.004239423036208277,1,215
post_g3,0.0018736516734748619,1,215
post_g4,0.018746489229735548,1,215
post_g5,0.0038207656272085467,1,215
post_g6,0.011208183318253065,1,215
post_g1,-0.016257196874427976,2,215
post_g2,0.011443679437091984,2,215
post_g3,0.008749068148792033,2,215
post_g4,0.01912907307872308,2,215
post_g5,0.002759317457144362,2,215
post_g6,-0.02065989897649844,2,215
post_g1,-0.007321402907594989,1,216
post_g2,0.005520366012104027,1,216
post_g3,0.0014823127733618888,1,216
post_g4,0.028288667014271816,1,216
post_g5,0.011503443656064231,1,216
post_g6,-0.00904363865406103,1,216
post_g1,-0.009723237004533428,2,216
post_g2,0.015070395108721662,2,216
post_g3,0.008274597916574596,2,216
post_g4,0.028465324382856753,2,216
post_g5,0.011224410184008141,2,216
post_g6,-0.04745882721603219,2,216
post_g1,-0.016368523475851687,1,217
post_g2,-0.017643889925114845,1,217
post_g3,0.005951020805072633,1,217
post_g4,0.021174205782390168,1,217
post_g5,0.01769741074458714,1,217
post_g6,0.013257259484621205,1,217
post_g1,-0.018246595626362053,2,217
post_g2,-0.008304560035433856,2,217
post_g3,0.011977445909222477,2,217
post_g4,0.021047300537164054,2,217
post_g5,0.018545923278786257,2,217
post_g6,-0.02036971509896189,2,217
post_g1,0.004470644259121905,1,218
post_g2,-0.008214693495910603,1,218
post_g3,0.00014366001815032086,1,218
post_g4,0.020936517270776896,1,218
post_g5,0.009738957467200196,1,218
post_g6,0.0021782589487887617,1,218
post_g1,0.0005284206995889976,2,218
post_g2,0.0033223776698156,2,218
post_g3,0.005787272490565111,2,218
post_g4,0.020715833564456075,2,218
post_g5,0.007217318972012623,2,218
post_g6,-0.031954419365832334,2,218
post_g1,-0.013000858138489696,1,219
post_g2,0.0026403652029415928,1,219
post_g3,0.005089739382570109,1,219
post_g4,0.023474522518769816,1,219
post_g5,0.0011473311815267222,1,219
post_g6,0.008637543190230699,1,219
post_g1,-0.019584827902487063,2,219
post_g2,0.012733671233090993,2,219
post_g3,0.011146155519597281,2,219
post_g4,0.0233256576707776,2,219
post_g5,0.0011189320073853042,2,219
post_g6,-0.02334564192674138,2,219
post_g1,-0.0018212827204240976,1,220
post_g2,-0.006160377906781485,1,220
post_g3,-0.005692660053629317,1,220
post_g4,0.0208342545881555,1,220
post_g5,0.009187479992687868,1,220
post_g6,0.012946973965614117,1,220
post_g1,-0.004273154813587213,2,220
post_g2,6.713634038931056e-05,2,220
post_g3,0.0010867135885313153,2,220
post_g4,0.02023576607824505,2,220
post_g5,0.0067736043026920875,2,220
post_g6,-0.018294420052355292,2,220
post_g1,-0.0037636384002470253,1,221
post_g2,-0.01616716876343087,1,221
post_g3,0.0012356153678366709,1,221
post_g4,0.02220996154916749,1,221
post_g5,0.007068367313681168,1,221
post_g6,0.01905331553312162,1,221
post_g1,-0.006362081028930009,2,221
post_g2,-0.009232769334235941,2,221
post_g3,0.009121539534901059,2,221
post_g4,0.022641129830314355,2,221
post_g5,0.008844827337463411,2,221
post_g6,-0.019313891959182643,2,221
post_g1,-0.01189644665706787,1,222
post_g2,-0.0019770358191102317,1,222
post_g3,-0.0033251586303981763,1,222
post_g4,0.024012686960315156,1,222
post_g5,0.010667565128842784,1,222
post_g6,0.01284894662551385,1,222
post_g1,-0.016442653287385308,2,222
post_g2,0.008326134676175462,2,222
post_g3,0.0040094236587633995,2,222
post_g4,0.024237458183565666,2,222
post_g5,0.010718816927065201,2,222
post_g6,-0.025026676426447188,2,222
post_g1,-0.0036811906587088084,1,223
post_g2,-0.010614648339632512,1,223
post_g3,0.0038358415731698328,1,223
post_g4,0.03131941072378193,1,223
post_g5,0.00803522345044326,1,223
post_g6,0.0029561595312679926,1,223
post_g1,-0.00716067119095321,2,223
post_g2,-0.002229937355030343,2,223
post_g3,0.007917283723331364,2,223
post_g4,0.0317529890199739,2,223
post_g5,0.006655691211579879,2,223
post_g6,-0.030873049436695135,2,223
post_g1,-0.017448441925005123,1,224
post_g2,0.0032602147305408327,1,224
post_g3,0.007520636014979921,1,224
post_g4,0.02181482842683695,1,224
post_g5,0.0027352332309478374,1,224
post_g6,0.008107800027217227,1,224
post_g1,-0.021545821779761404,2,224
post_g2,0.013668674540002134,2,224
post_g3,0.013961440150968755,2,224
post_g4,0.021813956944729974,2,224
post_g5,0.003065853022173365,2,224
post_g6,-0.02593065830205684,2,224
post_g1,0.003689838252450073,1,225
post_g2,-0.013278036597269116,1,225
post_g3,-0.006177624745605128,1,225
post_g4,0.023595066111368346,1,225
post_g5,-0.020545087529372515,1,225
post_g6,0.04153376631310133,1,225
post_g1,0.0032698595415554923,2,225
post_g2,-0.007220686997770362,2,225
post_g3,-0.0022214161432317276,2,225
post_g4,0.02352009802750859,2,225
post_g5,-0.020862715350006764,2,225
post_g6,0.009015872042558869,2,225
post_g1,-0.014522827433789999,1,226
post_g2,0.0012128104696158316,1,226
post_g3,-0.0003512451334631417,1,226
post_g4,0.02530793824804329,1,226
post_g5,-0.008214691241647873,1,226
post_g6,0.028089892917583625,1,226
post_g1,-0.01903966382632863,2,226
post_g2,0.012078467418387025,2,226
post_g3,0.004284978910151621,2,226
post_g4,0.025265033327614553,2,226
post_g5,-0.00869278660878739,2,226
post_g6,-0.007834819077212452,2,226
post_g1,-0.010762048234276808,1,227
post_g2,-0.0040576247841891695,1,227
post_g3,-0.0003805399582422225,1,227
post_g4,0.030566899396485086,1,227
post_g5,-0.005364977055896602,1,227
post_g6,0.02354591308822829,1,227
post_g1,-0.011371441431827422,2,227
post_g2,0.0036807465857873183,2,227
post_g3,0.007539020860557892,2,227
post_g4,0.03043771474940362,2,227
post_g5,-0.004802159456810989,2,227
post_g6,-0.01902452218697978,2,227
post_g1,-0.013121509989705094,1,228
post_g2,0.0032796119688516664,1,228
post_g3,-0.0017293675293389877,1,228
post_g4,0.023823346688516968,1,228
post_g5,-0.0008690748709909476,1,228
post_g6,0.0199513687104467,1,228
post_g1,-0.015500224902505726,2,228
post_g2,0.013307990926171631,2,228
post_g3,0.00478371012250585,2,228
post_g4,0.02362614398195139,2,228
post_g5,-0.002571745767722122,2,228
post_g6,-0.017648982650247884,2,228
post_g1,-0.014333845795310888,1,229
post_g2,0.002802760701166262,1,229
post_g3,-0.0087856691401468,1,229
post_g4,0.021776420166013326,1,229
post_g5,0.005542507296653789,1,229
post_g6,0.020821109021176475,1,229
post_g1,-0.01901058043809527,2,229
post_g2,0.012319902108392015,2,229
post_g3,-0.004018499983415585,2,229
post_g4,0.021703090774422798,2,229
post_g5,0.0053517354843496175,2,229
post_g6,-0.01099317081794983,2,229
post_g1,0.00279293688695322,1,230
post_g2,-0.005344497278094763,1,230
post_g3,0.0012606954292309124,1,230
post_g4,0.026101027062464775,1,230
post_g5,-0.0027301191739664997,1,230
post_g6,0.012546440365673909,1,230
post_g1,0.00025033863420580464,2,230
post_g2,0.002980402450137057,2,230
post_g3,0.00779996336596024,2,230
post_g4,0.025762494667614926,2,230
post_g5,-0.0025507233261408413,2,230
post_g6,-0.027577358339296556,2,230
post_g1,-0.02028797009979108,1,231
post_g2,-0.008502199639859636,1,231
post_g3,-0.0006246467582210184,1,231
post_g4,0.024275537805090182,1,231
post_g5,0.0007749009659667511,1,231
post_g6,0.033129142382676086,1,231
post_g1,-0.022008594178944563,2,231
post_g2,0.001852914343410794,2,231
post_g3,0.004647741764164548,2,231
post_g4,0.024178705456785465,2,231
post_g5,0.00020445879973000027,2,231
post_g6,-0.003345500152808239,2,231
post_g1,-0.02384808797182153,1,232
post_g2,-0.006561986952377244,1,232
post_g3,-0.012423780952172796,1,232
post_g4,0.02116841181132246,1,232
post_g5,0.007015170579659684,1,232
post_g6,0.03688558612846258,1,232
post_g1,-0.026616275159528534,2,232
post_g2,0.0021478609439713977,2,232
post_g3,-0.004803140835863834,2,232
post_g4,0.021462369717099597,2,232
post_g5,0.007531200838777247,2,232
post_g6,0.004543866681034285,2,232
post_g1,0.00331489157324359,1,233
post_g2,-0.008312726276379065,1,233
post_g3,0.0012734070516372184,1,233
post_g4,0.017695529266767512,1,233
post_g5,-0.0005402704452814324,1,233
post_g6,0.008087521632947407,1,233
post_g1,0.0030713940677290098,2,233
post_g2,-0.0018763888272822445,2,233
post_g3,0.005295624144314083,2,233
post_g4,0.01765713788972157,2,233
post_g5,-0.0013584038994923176,2,233
post_g6,-0.018659238074513786,2,233
post_g1,-0.007296475493635685,1,234
post_g2,-0.003237327864400304,1,234
post_g3,-0.0037479678222245337,1,234
post_g4,0.02534120057942204,1,234
post_g5,0.006467452419500967,1,234
post_g6,0.014365644599394368,1,234
post_g1,-0.012790723810330654,2,234
post_g2,0.006160866678644608,2,234
post_g3,0.0031781233350552576,2,234
post_g4,0.02539583396290571,2,234
post_g5,0.005766499895277405,2,234
post_g6,-0.02159542455235875,2,234
post_g1,-0.021662501059996002,1,235
post_g2,-0.008650873460297647,1,235
post_g3,-0.002226674718321473,1,235
post_g4,0.01871746122937592,1,235
post_g5,0.013287999083097388,1,235
post_g6,0.02854211424500068,1,235
post_g1,-0.023481604448536364,2,235
post_g2,-8.710226333251983e-05,2,235
post_g3,0.00539544874741967,2,235
post_g4,0.018629015862752993,2,235
post_g5,0.012853389466207276,2,235
post_g6,-0.007934270820040817,2,235
post_g1,-0.009934069513859538,1,236
post_g2,-0.006353442604176062,1,236
post_g3,0.004898708949486203,1,236
post_g4,0.0238230885551355,1,236
post_g5,0.00752948564987414,1,236
post_g6,0.00728444190946397,1,236
post_g1,-0.01173877614346337,2,236
post_g2,0.0007090030186234706,2,236
post_g3,0.01495083553600681,2,236
post_g4,0.023928414785922086,2,236
post_g5,0.005189016855387473,2,236
post_g6,-0.027832036411565203,2,236
post_g1,-0.005715840407862428,1,237
post_g2,0.0021413493134662042,1,237
post_g3,0.00046031717781601844,1,237
post_g4,0.0263661586509914,1,237
post_g5,0.006439301986842994,1,237
post_g6,0.004345311649298677,1,237
post_g1,-0.0072102789905573155,2,237
post_g2,0.008443106283977797,2,237
post_g3,0.00583585977898367,2,237
post_g4,0.02641992962951793,2,237
post_g5,0.005886837910611645,2,237
post_g6,-0.032881073992488165,2,237
post_g1,-0.008778494900875825,1,238
post_g2,0.0016716411999810918,1,238
post_g3,-0.012167518717531378,1,238
post_g4,0.021952090184058158,1,238
post_g5,0.005734777785705716,1,238
post_g6,0.02423574992262443,1,238
post_g1,-0.00943182112177712,2,238
post_g2,0.010591415012626048,2,238
post_g3,-0.004763010358306778,2,238
post_g4,0.02142821698772535,2,238
post_g5,0.005838613535353646,2,238
post_g6,-0.01738479486289081,2,238
post_g1,-0.009840336686077627,1,239
post_g2,-0.006390984803529422,1,239
post_g3,0.005832546979786843,1,239
post_g4,0.02983419355698148,1,239
post_g5,0.004456794255029855,1,239
post_g6,0.00482180760737356,1,239
post_g1,-0.015195280192963552,2,239
post_g2,0.0043334220775350435,2,239
post_g3,0.014241001537919542,2,239
post_g4,0.029462107298611137,2,239
post_g5,0.004447446539476475,2,239
post_g6,-0.0317366532397209,2,239
post_g1,-0.001326064217145866,1,240
post_g2,-0.0031474648342853804,1,240
post_g3,-0.0001327619204524068,1,240
post_g4,0.022303913441906492,1,240
post_g5,-0.0025917209751026675,1,240
post_g6,0.01143745011106765,1,240
post_g1,-0.005052832111009201,2,240
post_g2,0.005178860116180071,2,240
post_g3,0.008453554417181227,2,240
post_g4,0.02207610715489773,2,240
post_g5,-0.0017697590337909924,2,240
post_g6,-0.02376809853254113,2,240
post_g1,-0.0019940712311100166,1,241
post_g2,0.003743044013907637,1,241
post_g3,0.0005277144894553468,1,241
post_g4,0.02281887240624042,1,241
post_g5,0.0010873111350527328,1,241
post_g6,0.0016522669809932193,1,241
post_g1,-0.004895626243180408,2,241
post_g2,0.01551492101283901,2,241
post_g3,0.004075192739870494,2,241
post_g4,0.023023047928438335,2,241
post_g5,0.00089717960122542,2,241
post_g6,-0.03324891175940197,2,241
post_g1,-0.013794557970342677,1,242
post_g2,-0.005162380029403441,1,242
post_g3,-0.0021256613471801675,1,242
post_g4,0.02155906702388837,1,242
post_g5,-0.0016786817817865487,1,242
post_g6,0.028646775026050543,1,242
post_g1,-0.01352707210305356,2,242
post_g2,0.0030326378362789046,2,242
post_g3,0.003539948558456668,2,242
post_g4,0.021260490557869383,2,242
post_g5,-0.0021242239067614027,2,242
post_g6,-0.006929369497129864,2,242
post_g1,-0.012354505265018492,1,243
post_g2,-0.025683620051632168,1,243
post_g3,-0.0012799233576861,1,243
post_g4,0.024580257876640612,1,243
post_g5,-0.0032403849835052514,1,243
post_g6,0.04692963280855518,1,243
post_g1,-0.0112276535512667,2,243
post_g2,-0.0184104168646546,2,243
post_g3,0.002993062488840807,2,243
post_g4,0.024345674288710772,2,243
post_g5,-0.003381463622211403,2,243
post_g6,0.011234504678006926,2,243
post_g1,-0.007023279096378898,1,244
post_g2,-0.00950464848477235,1,244
post_g3,-0.0024178950562332366,1,244
post_g4,0.026513978240041248,1,244
post_g5,0.016757590330937107,1,244
post_g6,0.007260413795993389,1,244
post_g1,-0.007550534069193263,2,244
post_g2,-0.00046106532662449804,2,244
post_g3,0.005163399284176948,2,244
post_g4,0.02714376437109548,2,244
post_g5,0.016089899933584922,2,244
post_g6,-0.0343409381149309,2,244
post_g1,-0.009723524003407692,1,245
post_g2,0.0015932462997707664,1,245
post_g3,-0.0027802290114779275,1,245
post_g4,0.022258213903031687,1,245
post_g5,-0.010145466526646475,1,245
post_g6,0.028152601784391836,1,245
post_g1,-0.012262807011453124,2,245
post_g2,0.013270476399385547,2,245
post_g3,0.004667918558443868,2,245
post_g4,0.022326678259632863,2,245
post_g5,-0.009794562102087647,2,245
post_g6,-0.012531389666480798,2,245
post_g1,-0.014005988666654388,1,246
post_g2,-0.004419714086918016,1,246
post_g3,0.004834054454527977,1,246
post_g4,0.028260395927534064,1,246
post_g5,0.01889208105610138,1,246
post_g6,-0.003714557227720151,1,246
post_g1,-0.01718546344022249,2,246
post_g2,0.00467381265943511,2,246
post_g3,0.010995855529112768,2,246
post_g4,0.028767998731990804,2,246
post_g5,0.020660266456335775,2,246
post_g6,-0.04213432075193414,2,246
post_g1,-0.010120086480068312,1,247
post_g2,-0.0059635192399173295,1,247
post_g3,-0.0023785807049621663,1,247
post_g4,0.02731625047524861,1,247
post_g5,-0.008376687945236428,1,247
post_g6,0.02791657276218828,1,247
post_g1,-0.013053418162564693,2,247
post_g2,0.003032540743882152,2,247
post_g3,0.003981694845756525,2,247
post_g4,0.026883087230755654,2,247
post_g5,-0.007479656018132851,2,247
post_g6,-0.00787630056727016,2,247
post_g1,-0.013373667373323628,1,248
post_g2,0.018259399470082902,1,248
post_g3,0.001549806618145133,1,248
post_g4,0.02272391319444915,1,248
post_g5,0.009628277133861588,1,248
post_g6,-0.006118971108129409,1,248
post_g1,-0.013477041511019257,2,248
post_g2,0.02862406598541855,2,248
post_g3,0.004444492867976563,2,248
post_g4,0.022645523756758296,2,248
post_g5,0.009800547016698429,2,248
post_g6,-0.045757136751581926,2,248
post_g1,-0.008844596271505,1,249
post_g2,-0.025928855905330762,1,249
post_g3,0.0008806004057098327,1,249
post_g4,0.016857212651930385,1,249
post_g5,0.027597082239200807,1,249
