term,coef,std_err,p,ci_low,ci_high,spec,p_holm,reject_5pct_holm,p_fdr_bh_10pct,reject_fdr10
post_g1,-0.011811309394568368,0.010998626698002755,0.2828722233971388,-0.033368617722653766,0.009745998933517032,BG_s2,1.0,False,0.43506567443482813,False
post_g2,0.006159178891160189,0.0012004630893011166,2.8871404200714323e-07,0.00380627123613,0.008512086546190376,BG_s2,1.7322842520428594e-06,True,1.7322842520428594e-06,True
post_g3,0.00440017536841905,0.004158855394080374,0.2900437829565521,-0.0037511812039784827,0.012551531940816582,BG_s2,1.0,False,0.43506567443482813,False
post_g4,0.02436124950811379,0.012583502497017684,0.0528717045600664,-0.00030241538604086973,0.049024914402268444,BG_s2,0.264358522800332,False,0.1586151136801992,False
post_g5,0.0038970523115578306,0.009638946027234066,0.6859901091718872,-0.01499528190182094,0.0227893865249366,BG_s2,1.0,False,0.6859901091718872,False
post_g6,-0.02137813730159129,0.025875086561627583,0.4086875623248045,-0.07209330696238135,0.02933703235919877,BG_s2,1.0,False,0.4904250747897654,False
