post_tax_coef,scenario,run
-9.261695272100863e-05,2,126
-0.001152566711945043,1,127
-0.0009012491410825456,2,127
0.0008480843501433577,1,128
-0.0004512862287558608,2,128
0.0018935577167312951,1,129
0.0005359443103489156,2,129
0.0007409388820388966,1,130
0.0009392421321573674,2,130
-0.00045044657297312946,1,131
3.940908228364161e-05,2,131
0.0013378361965122702,1,132
0.0015607397666926102,2,132
-0.0006120308241934304,1,133
-0.0004775279160521094,2,133
-6.037750585245204e-05,1,134
-0.0020328797832739323,2,134
-0.0007437514604226129,1,135
-0.0007713663505993027,2,135
-0.0012071523159290277,1,136
-0.0018194884126252887,2,136
-0.0005470866512730357,1,137
0.00038054876318841744,2,137
-0.001450148504345238,1,138
0.0012015916280594787,2,138
0.0013257242358844224,1,139
0.0001336923131051265,2,139
-0.00029061526488925456,1,140
-0.0002542713601303927,2,140
0.0003493926584838833,1,141
0.0011032995124980198,2,141
-0.00030364776363530754,1,142
-0.001841573249430386,2,142
-0.0012109293383052487,1,143
0.0006000328193879259,2,143
-0.00239444567602372,1,144
0.0007019656067362195,2,144
0.0007865649768274312,1,145
-0.0012168566403833088,2,145
-0.0002609078419583762,1,146
0.0004240999336062771,2,146
-0.0001314178634621342,1,147
0.00018627794031343328,2,147
-0.0011941305931487153,1,148
-0.0011595974801964068,2,148
0.00042304226032478386,1,149
-0.0033944063175366315,2,149
0.0002929283989988781,1,150
0.0007551294264509065,2,150
-0.00020837820596793444,1,151
0.0005453541342613538,2,151
-0.0011220387975021157,1,152
-0.0020757736026371563,2,152
-0.0009026022297202044,1,153
-0.002658553964500775,2,153
-0.0004221215894105589,1,154
0.0005825251848399211,2,154
-0.001265732808427619,1,155
0.002070304170431414,2,155
-0.00023984389403643145,1,156
0.0013951963602593575,2,156
0.00021102076579050747,1,157
0.0003777212464670939,2,157
0.0015034932636187651,1,158
-0.002028802374731086,2,158
-0.0007078751909679605,1,159
-0.0016542205408321263,2,159
-0.0005956958618803282,1,160
-0.0020180225805312025,2,160
-0.00011712382911532968,1,161
-0.0015385372247752134,2,161
0.0012232701229634175,1,162
-0.002366304168388648,2,162
-0.001429188521673134,1,163
-0.00018110668418176658,2,163
0.001396179038431023,1,164
-0.0017280084663753468,2,164
-0.0030382105515941544,1,165
-0.0009440408741023161,2,165
-0.00018737163547770556,1,166
0.0009867970445356536,2,166
0.00023974959708331062,1,167
-0.0014502689312505855,2,167
-0.0013661467703442705,1,168
0.0004310300088394008,2,168
-0.0018717118432118721,1,169
0.0016965981407069276,2,169
-0.0019342421889356428,1,170
0.00019236640873327565,2,170
0.0007591806640939813,1,171
-0.002019883844506412,2,171
-0.001344920742441355,1,172
-0.00191647019760077,2,172
-0.001658230999951185,1,173
-0.0023394820597598667,2,173
0.0007442549298556592,1,174
-0.00039599382595235,2,174
-0.0026350287717422927,1,175
0.0003219628931590173,2,175
-0.00035918592863551726,1,176
-0.0012669546189378119,2,176
0.00013622668399685623,1,177
-0.003901753777262105,2,177
-0.0006608970530940591,1,178
-0.0005433896021670556,2,178
-0.001027272856768592,1,179
0.0008378126564635223,2,179
0.0008241870853520287,1,180
0.00046949637093881755,2,180
0.0021824149866087046,1,181
-0.0009924576763965741,2,181
5.2065564595021936e-05,1,182
8.96191883920805e-05,2,182
0.001020996665900156,1,183
-0.0005511603083713464,2,183
-0.00010537398980188742,1,184
6.196388483747269e-05,2,184
-0.002318915281249728,1,185
-0.0006720069333042303,2,185
0.00086923154621923,1,186
-0.00021406931733545067,2,186
0.0002327163624479239,1,187
-0.0013244188875167228,2,187
0.0005299429492468675,1,188
-0.0005828458852675575,2,188
-0.00033265560275897647,1,189
0.00019296293401990414,2,189
-0.0015383722545016538,1,190
-0.0015340531558595645,2,190
0.0012787529674516103,1,191
-0.0001632895167643682,2,191
-0.00019993394946186624,1,192
0.0009438432123367359,2,192
-0.00030826549101878504,1,193
0.0010241963638632182,2,193
-9.468802801429351e-05,1,194
-0.0024206236336285327,2,194
-0.00010302517872541614,1,195
0.0015410221070226945,2,195
-8.397892630710852e-05,1,196
-0.0004094500393065545,2,196
-0.004782863457364585,1,197
0.0010856002465297215,2,197
0.00043453394428172917,1,198
-0.0014355828432171553,2,198
0.00027876692599462316,1,199
0.001111925074035312,2,199
-0.0013274952603813052,1,200
0.0022018060920953268,2,200
-0.001016975442867502,1,201
0.0017312438048643478,2,201
-0.00040203708088905137,1,202
0.002654732624935507,2,202
0.00047312842306273313,1,203
0.0017152016110323141,2,203
0.0006408040384181454,1,204
0.00023422086653831923,2,204
0.0013904885736861984,1,205
-0.0018161379704592674,2,205
-0.00044705453263832386,1,206
0.0012103152977456558,2,206
-0.0011711113608684287,1,207
-0.0001431288554572753,2,207
-0.0005846162150181608,1,208
-0.00044954252665402154,2,208
0.0005209426347708708,1,209
-0.0009408398525227026,2,209
0.00041010212967898074,1,210
-0.00041519870960102776,2,210
0.0015945899522916375,1,211
0.00040548633899346236,2,211
-0.0006214510491205722,1,212
-0.00015197985882387736,2,212
-0.00016235640800772697,1,213
-0.0001974260131788628,2,213
-0.00018607436857013236,1,214
-0.0013023417563481222,2,214
-0.0031658771591553773,1,215
-0.001547545004921468,2,215
-0.0013052141321056418,1,216
0.0010475517842026762,2,216
-9.038430048337415e-05,1,217
0.0006073785326316298,2,217
-0.001115611750548676,1,218
-0.0015559226001923003,2,218
1.6368634381415905e-05,1,219
-0.0014371152381706396,2,219
-0.0025510907236639614,1,220
-0.00239398917802789,2,220
-0.0007216563717371786,1,221
0.0020647715251395854,2,221
0.0021579864520242745,1,222
0.0009951617653861148,2,222
0.0005766170289971358,1,223
-0.00024558906869285896,2,223
-0.0017243339473390473,1,224
-0.0012704300629987468,2,224
-0.0009216751154715164,1,225
-0.0008569131625711067,2,225
-0.0014219854605870752,1,226
-0.0009049045282238564,2,226
-0.0012812870798634556,1,227
-0.0016032321791752211,2,227
0.00044493154780969536,1,228
-0.00013939734304535886,2,228
-0.0005593174990591169,1,229
-0.0011843285834734986,2,229
-0.0001842359283303411,1,230
-0.0005984322554884286,2,230
-5.5773674554882786e-05,1,231
0.001644413520746462,2,231
-0.000768072058513034,1,232
1.0753565857781801e-05,2,232
-0.0022128213688166125,1,233
-0.0006044510810282401,2,233
-0.0005638076088674059,1,234
-0.0009650367228052314,2,234
0.0004213163263877375,1,235
7.875153446989786e-05,2,235
-0.0010803974531859927,1,236
-0.000314341327893093,2,236
-0.0010672158776860621,1,237
0.00018121772927943248,2,237
-0.0020137700778184416,1,238
-0.002435102011597294,2,238
-0.0002719375027254138,1,239
-0.00038425153236598295,2,239
-0.0007174767969922668,1,240
0.00012507438461770322,2,240
-0.001727239462504135,1,241
-0.00112850913690163,2,241
-0.0008938225868994441,1,242
-0.0008726550246813368,2,242
0.0002775764165202784,1,243
-0.0007569081366018734,2,243
-0.0012235724534645437,1,244
-0.002115278573349844,2,244
-4.4710320263806906e-05,1,245
-0.0003122978490783295,2,245
0.0010969958408620073,1,246
-2.7678253593437605e-05,2,246
0.0003671832560871734,1,247
-0.0009710181008817521,2,247
0.0013272166008683243,1,248
-0.001601951400588123,2,248
0.0021455753356005806,1,249
0.0007886095640648181,2,249
-9.851871191805534e-05,1,250
-0.0005288051476429541,2,250
-0.001055807650464534,1,251
0.00035879236715627086,2,251
0.000588010013752152,1,252
0.000947276643308264,2,252
0.0012495039659911587,1,253
-0.001197288641337349,2,253
0.0021302314290670313,1,254
-0.0005562422747460683,2,254
0.0010919203187430867,1,255
0.0005098639484721319,2,255
-0.0008481721360224908,1,256
-0.0006241035962695626,2,256
-0.002454312811907582,1,257
-0.0003136524285055008,2,257
0.00011475682835250953,1,258
0.0002956424765798053,2,258
-0.002134366028104798,1,259
-0.0001629054252586136,2,259
0.00011084097683415357,1,260
-0.0016536580184838246,2,260
-0.00041638365714613144,1,261
-0.001027311886358706,2,261
0.0004476227660984017,1,262
-0.0005071158299987583,2,262
-0.001699607281552295,1,263
0.002485421940661568,2,263
-0.0014426003681049212,1,264
0.0006613027235625281,2,264
-0.0008529595799183655,1,265
0.0001209824918575726,2,265
0.00043344271427073173,1,266
0.0003024464132972215,2,266
-0.002194714467132589,1,267
0.0027673678997455885,2,267
-0.00040036365063240086,1,268
0.0002320698278538362,2,268
9.229983964407736e-05,1,269
0.0006195300935697495,2,269
-0.0011940058319564418,1,270
-0.001130319794275378,2,270
-0.00038275305851121427,1,271
-0.00022033350721070247,2,271
-0.0007459423011723549,1,272
-2.6334786633688386e-05,2,272
-0.000724726746641677,1,273
-5.2604618763242494e-05,2,273
0.0004921519852074949,1,274
0.001015958158217285,2,274
0.0008155842676589261,1,275
-0.0003461111554298285,2,275
0.0006135525174403671,1,276
0.0005122977685856208,2,276
0.0006198043584613568,1,277
-0.0015135284849744036,2,277
-0.001037902583601141,1,278
0.0008994875351195126,2,278
-0.0028152103563892413,1,279
0.0007673895007719032,2,279
-0.001298692491520954,1,280
-0.0013503336595422338,2,280
-0.0008199958362410786,1,281
1.3183740018432341e-05,2,281
0.0006021895315416665,1,282
-0.0012341957618886082,2,282
-0.001981534811580761,1,283
-0.0002542850238520998,2,283
-0.000283539673134256,1,284
0.00014967943187090514,2,284
0.00037379274464400137,1,285
-0.0003575669447916631,2,285
0.00046521865513628023,1,286
-0.0011901469830812696,2,286
-0.001671536695993776,1,287
-0.0020879784555504675,2,287
0.001065370770210191,1,288
0.0002281456445745492,2,288
-0.00010610790946603898,1,289
-0.001173399209640963,2,289
-9.508442220538157e-06,1,290
-0.0020300713397798987,2,290
0.0010089329284003815,1,291
-0.00017889749823029656,2,291
-0.000757779459004896,1,292
-0.0008252218497237216,2,292
-9.57018504831714e-07,1,293
0.00046246060086766567,2,293
-0.001698852157657925,1,294
-0.0023604612066119596,2,294
0.00015340032259793224,1,295
0.00026043699740581545,2,295
-0.0019513640095135403,1,296
-0.0016163330508250089,2,296
0.00021861575794927278,1,297
-0.0026672561745947846,2,297
0.00046883881817990486,1,298
-0.0017202458599899547,2,298
-0.0015530449609634752,1,299
-0.001375926860386588,2,299
-0.002034763947074281,1,300
-0.0006295579270986489,2,300
-0.0014231630585696503,1,301
-0.003183538999255213,2,301
-0.00023710921219114443,1,302
-0.00016556612930515108,2,302
-0.0016803298965479396,1,303
-0.001089786819346122,2,303
0.0005700360093579946,1,304
-0.0006913061957489994,2,304
0.0009431736746886204,1,305
0.00012462710632377014,2,305
-0.0005040323317974011,1,306
-0.0011155642561425407,2,306
-0.0019070511077685713,1,307
-0.0009902232064265097,2,307
-0.0017145753114019904,1,308
-0.00025230879656557893,2,308
-0.0009045769494565335,1,309
0.00038552870940153263,2,309
-0.0001641833493326746,1,310
-0.0011658457103606778,2,310
0.0003281148800818265,1,311
-0.001437245845166456,2,311
0.0020691244274716756,1,312
-0.0011059252090004652,2,312
-0.0010833230087030662,1,313
-7.386506038138709e-05,2,313
0.0009625460429988919,1,314
-0.0017866841956525952,2,314
-1.850800220855958e-05,1,315
-5.055214628763334e-05,2,315
0.001294923559958999,1,316
-0.0004372617777921225,2,316
-0.0008281766816413978,1,317
0.00010996487560696713,2,317
-0.0012219622182892402,1,318
0.0009980968232615132,2,318
0.0007652074846230875,1,319
-0.0002360764642740298,2,319
0.0013122768248511336,1,320
0.0002864087301030323,2,320
-0.001726445091684671,1,321
0.00025382127866220035,2,321
-0.001968759489087961,1,322
-0.0008655753027673996,2,322
0.00212150653415848,1,323
-0.0022503246222007047,2,323
-0.0003650694486108045,1,324
0.002907147156609411,2,324
-0.0015312628887461453,1,325
0.0012153315961792085,2,325
0.0007395534688240348,1,326
-0.0008800339798038324,2,326
-0.00028980228385901727,1,327
0.00015367797158611534,2,327
-0.00020251062374837157,1,328
-0.002762855410155198,2,328
0.0003097326094802759,1,329
0.00010744661679637214,2,329
-0.0034565787653605224,1,330
-0.0013669254258020845,2,330
-0.0029692624123059067,1,331
-0.0002905370352844924,2,331
-0.0009468260983972016,1,332
-0.0010445979272518714,2,332
-0.001667469304349252,1,333
-0.0018739271813205392,2,333
-0.001039966913818706,1,334
-0.0014666623243774204,2,334
0.0003038798512902653,1,335
0.0007560818268417399,2,335
-0.0008303175088679006,1,336
-0.00042773773750634796,2,336
0.00010355394517339105,1,337
-0.0014245512006712552,2,337
-0.0015457700803410725,1,338
-0.0002709284098863677,2,338
-0.000440864113105993,1,339
-0.0031946079305015798,2,339
-0.0010840314422088768,1,340
0.0004068968477412233,2,340
-0.002315269446784317,1,341
-2.4936006161037165e-05,2,341
-0.0005516652725969792,1,342
-0.0016696016564720503,2,342
-0.0024889144347949466,1,343
-0.0024961292576330964,2,343
0.0012271035773344773,1,344
-0.001888935259172947,2,344
0.0004060637916920627,1,345
-0.0013677278844862948,2,345
0.0003144692073056795,1,346
1.9601290568092974e-05,2,346
0.0017867827902618189,1,347
0.0005456923908593145,2,347
-6.178370666526242e-06,1,348
-0.0005969365154993725,2,348
-0.0012793361887789994,1,349
-0.0005369758981047778,2,349
-0.0007774158328041905,1,350
0.0014742111727793707,2,350
-0.0003662827113215775,1,351
-0.0006390615696176404,2,351
-0.0019004944009094705,1,352
-0.002340658643654836,2,352
6.286283569996803e-05,1,353
0.001219387489330303,2,353
-0.0014047688044931637,1,354
-0.00038224959382048484,2,354
0.0007375216405907197,1,355
-0.0002880199507804198,2,355
-0.0018319311133818178,1,356
0.0008893135494392526,2,356
-0.0011928510421688617,1,357
-0.0024934861795791116,2,357
0.000857573695434164,1,358
-0.0017799093303458393,2,358
-0.0013857940499431205,1,359
-0.0030555365736603976,2,359
0.001519853230529698,1,360
0.0011780939336500946,2,360
0.0016019468907057077,1,361
-0.0008482235976929243,2,361
3.959023136303641e-05,1,362
0.0010906438932586529,2,362
-0.0021262697120242795,1,363
-0.0024620580750353985,2,363
-0.0005485397015118823,1,364
0.00022477928771333234,2,364
-0.0004142818686830212,1,365
-0.00044401381492370365,2,365
0.000986857457873001,1,366
0.0010672630812110706,2,366
0.0012905173268690333,1,367
-0.0016032169322915942,2,367
-0.0005471079225792346,1,368
-0.000953891081272274,2,368
-0.0006748147828707313,1,369
0.0008098699529322856,2,369
0.0015497034574806874,1,370
0.0006981515667845198,2,370
-0.0013342890620178871,1,371
-0.0013004641444882314,2,371
-5.5994914159661394e-05,1,372
0.00029939623993086316,2,372
-0.0004441595260993566,1,373
0.0009425987358226385,2,373
-5.872516580541709e-05,1,374
-0.0018924334386529686,2,374
0.0002828396236343499,1,375
-0.0009866264118955238,2,375
0.0005615394506551146,1,376
0.00011823246068871725,2,376
0.00032763144112116194,1,377
-0.0008142105575634597,2,377
-0.0007282540527299643,1,378
0.0008984096092757965,2,378
-0.0015459950628376863,1,379
-0.0005540101755691119,2,379
-0.0006468317581388387,1,380
-0.0010285708623553277,2,380
0.0007856467322406726,1,381
-0.0026367078182129924,2,381
0.0004567452133353464,1,382
0.002290013822423617,2,382
-0.0006029914934170681,1,383
-0.0007732209522312138,2,383
0.0002851940275046501,1,384
-0.0014771592543606216,2,384
-0.0008456925532641649,1,385
-0.00023575577557314697,2,385
0.001377755291343413,1,386
-0.00019810759478351556,2,386
0.00012663648969599544,1,387
-0.0014669086205760964,2,387
-0.00042087899271368276,1,388
-0.0030395169507135607,2,388
0.0008629240041476225,1,389
-0.0017455671946313787,2,389
-0.001972936796840525,1,390
0.00017203896362796625,2,390
-0.0008282691090869311,1,391
0.0006957541973413408,2,391
0.0003078048427071097,1,392
-0.00120684035181708,2,392
-0.0005977375123768805,1,393
0.0020673243010120796,2,393
-0.002199850297954994,1,394
-0.0012529090622605075,2,394
0.0006789577958821354,1,395
-0.002591591318538798,2,395
0.0001746746735730358,1,396
-0.0021454520196218206,2,396
-3.7598904546300805e-05,1,397
-0.0018088429432575107,2,397
1.0432204644179907e-05,1,398
0.000872571001281941,2,398
-0.0010318836981657751,1,399
-0.00023659144774358082,2,399
0.00024508375719124666,1,400
0.00020947265103713232,2,400
-0.00021964952951866387,1,401
0.0011421337165266766,2,401
-0.0006843654357949829,1,402
-0.0001095647626046576,2,402
-0.0011090833813350383,1,403
-0.000495177444453124,2,403
-0.0016117556330038701,1,404
0.0004525419243377031,2,404
-0.00022908143242266187,1,405
-0.0011131944313331268,2,405
0.0008834240212813346,1,406
0.0004949354692181449,2,406
-0.0017877791973176442,1,407
-0.0011644369736991797,2,407
-0.00015693232383974387,1,408
-0.001659840229149273,2,408
-0.002161755963819483,1,409
0.0003182124918471799,2,409
0.0003383589753782022,1,410
-0.0019257798909965993,2,410
-0.0017514155017080712,1,411
0.0006800668368718562,2,411
-0.003521989780467579,1,412
0.001719158561243832,2,412
-0.0005813151710067823,1,413
0.00010727705691166708,2,413
0.0016191912841901906,1,414
-0.00022256588755566572,2,414
-0.0015349449442927465,1,415
-0.0022798492634426614,2,415
0.001664957676910122,1,416
0.00014009440949825066,2,416
0.0003508051820398352,1,417
0.0009309717588421216,2,417
0.0001448070318231972,1,418
-0.0006252791797505602,2,418
-0.0015152386243687298,1,419
-0.0009352926221978267,2,419
-0.0003384112008378709,1,420
-0.001128554056377553,2,420
-0.0020701124816338784,1,421
0.0004184304799847349,2,421
-0.0026896849309881133,1,422
-0.002042695548520285,2,422
-0.0008523898483522566,1,423
-0.0010684181753457351,2,423
-3.508045662632784e-05,1,424
-0.0007060655428534524,2,424
-0.002154043227013699,1,425
-0.0005093708131916812,2,425
0.001288068120213677,1,426
4.546449013210871e-06,2,426
0.0018747679427808949,1,427
-0.0020150726018203667,2,427
-0.004091416621883462,1,428
0.00016887793945802136,2,428
-0.00023139849424486618,1,429
-0.00175902785982076,2,429
-0.0014078462907419,1,430
8.888388225713242e-05,2,430
8.79259460846898e-05,1,431
-0.0010782047679266996,2,431
-0.0022373872062888857,1,432
-0.0009949851390429025,2,432
-0.0001215266922067802,1,433
0.0015462659405300464,2,433
-0.001029971618216675,1,434
0.001531284179885362,2,434
-0.00010859164240580815,1,435
0.000697044314960177,2,435
-4.006004902366549e-05,1,436
-0.0005777745593244404,2,436
-0.00025395352746587644,1,437
0.0021307032860375663,2,437
-0.000449697856167163,1,438
-4.4150110388984767e-05,2,438
-0.0013931608088388007,1,439
-0.0008715177305620406,2,439
7.424234224326607e-05,1,440
-0.0005800770061658632,2,440
0.0009134253762583513,1,441
0.00011426077666497679,2,441
0.00017001009836152949,1,442
0.00042198213900408147,2,442
0.0005164487556963626,1,443
-0.0007148285503091414,2,443
-4.8995877238762745e-05,1,444
-0.0009357412845486675,2,444
-0.0006297218865542579,1,445
-0.0018611435586388186,2,445
-8.354137499647752e-05,1,446
-0.0013481344993045796,2,446
0.00046337464254773503,1,447
0.0006698976686984406,2,447
0.000543602765392402,1,448
-0.003486356195592323,2,448
-0.0031983815458631075,1,449
-0.0012640751544064303,2,449
-0.0007816406869595221,1,450
-0.0025263378870879843,2,450
-0.0028224246504059375,1,451
-0.000249076471630991,2,451
0.00012654218376683876,1,452
-0.004009627136478939,2,452
-0.00019010010485650077,1,453
-0.00029428743656992394,2,453
-0.0005605050025239147,1,454
-0.0036442218163270325,2,454
0.0002614009299929925,1,455
0.00019479274560258206,2,455
-0.001119226765607503,1,456
-0.0005354264119519208,2,456
-0.0011781188588219662,1,457
0.0007077176375183676,2,457
-0.0032941996199654967,1,458
-0.00022483691867844144,2,458
0.00014428154379602352,1,459
0.0004718686705317018,2,459
-0.002063193489985202,1,460
-0.001178040048708705,2,460
0.0023109859697767266,1,461
-0.0031492588475303994,2,461
-0.001004146688306055,1,462
0.00044026710338489786,2,462
-0.000264716940660887,1,463
0.0009909293218375236,2,463
-0.0008376415900575244,1,464
-0.0007862850908412957,2,464
4.958118827690253e-05,1,465
0.0027926775801743195,2,465
-0.001005635604646496,1,466
0.0007338284481308137,2,466
-0.0007342810485326129,1,467
-0.001315185694440433,2,467
3.5967520326756646e-05,1,468
-0.0006652185498525257,2,468
0.000412285981582199,1,469
-0.0016794843243092537,2,469
-0.0007149219640596636,1,470
-0.000585173528260427,2,470
0.001560163792722146,1,471
-0.0022818768427576384,2,471
0.0019931868419705906,1,472
0.0005627342903031856,2,472
0.0008240955748205535,1,473
-0.001016255756095874,2,473
-0.0005731399632027374,1,474
-0.00020559699801224655,2,474
-0.0009726307320506693,1,475
-0.0033886950566028562,2,475
0.0008930518049636264,1,476
0.0004325896205233066,2,476
-0.0007801767408983419,1,477
0.0017484960943349682,2,477
-0.0012909566942809986,1,478
-0.00017221198546592262,2,478
8.498525831929753e-05,1,479
0.00026622174904532584,2,479
0.0003018278218856674,1,480
